## This is from the official XRT page
## GRB | RA | Dec | Err90 | #breaks | lc type | NH_gal | Redshift 
GRB 100625A | 15.79568 | -39.08849 | 2.1 | 0 | TBD | 2.23&times;10<sup>-2</sup> | N/A 
GRB 100621A | 315.30496 | -51.10649 | 1.4 | 4 | TBD | 3.19&times;10<sup>-2</sup> | 0.542 
GRB 100619A | 84.62217 | -27.00511 | 1.4 | 2 | TBD | 2.19&times;10<sup>-2</sup> | N/A 
GRB 100615A | 177.20535 | -19.48104 | 1.4 | 2 | TBD | 3.74&times;10<sup>-2</sup> | 1.398 
GRB 100614A | 263.49944 | 49.23399 | 2.1 | 5 | TBD | 2.41&times;10<sup>-2</sup> | N/A 
GRB 100606A | 350.62705 | -66.24144 | 1.4 | 3 | TBD | 2.60&times;10<sup>-2</sup> | N/A 
GRB 100528A | 311.14153 | 27.80664 | 1.9 | 0 | TBD | 0.27 | N/A 
GRB 100526B | 0.73581 | -37.91358 | 5.8 | 0 | TBD | 1.16&times;10<sup>-2</sup> | N/A 
GRB 100526A | 230.76918 | 25.6322 | 1.7 | 2 | TBD | 4.41&times;10<sup>-2</sup> | N/A 
GRB 100522A | 6.98664 | 9.4016 | 1.4 | 2 | TBD | 5.05&times;10<sup>-2</sup> | N/A 
GRB 100518A | 304.78912 | -24.55447 | 2.5 | 0 | TBD | 8.28&times;10<sup>-2</sup> | N/A 
GRB 100514A | 328.82266 | 29.15982 | 1.9 | 1 | TBD | 0.10 | N/A 
GRB 100513A | 169.61179 | 3.62799 | 1.5 | 1 | TBD | 4.93&times;10<sup>-2</sup> | 4.772 
GRB 100508A | 76.24576 | -20.7116 | 1.4 | 2 | TBD | 2.61&times;10<sup>-2</sup> | N/A 
GRB 100504A | 255.5714 | -35.58745 | 1.7 | 2 | TBD | 0.51 | N/A 
GRB 100425A | 299.19661 | -26.43074 | 1.6 | 3 | TBD | 0.12 | 1.755 
GRB 100424A | 209.44794 | 1.53842 | 1.7 | 2 | TBD | 2.53&times;10<sup>-2</sup> | 2.465 
GRB 100420A | 296.1278 | 55.76923 | 2.3 | 0 | TBD | 0.17 | N/A 
GRB 100418A | 256.36329 | 11.46107 | 2.0 | 4 | TBD | 6.08&times;10<sup>-2</sup> | 0.6235 
GRB 100414A | 192.11219 | 8.69308 | 2.5 | 0 | TBD | 1.91&times;10<sup>-2</sup> | N/A 
GRB 100413A | 266.22153 | 15.83415 | 1.4 | 2 | TBD | 9.99&times;10<sup>-2</sup> | N/A 
GRB 100331B | 303.02151 | -11.10838 | 2.0 | 0 | TBD | 6.43&times;10<sup>-2</sup> | N/A 
GRB 100316D | 107.62791 | -56.25521 | 4.7 | 1 | TBD | 0.10 | 0.059 
GRB 100316C | 32.28779 | -67.9914 | 2.1 | 0 | TBD | 4.36&times;10<sup>-2</sup> | N/A 
GRB 100316B | 163.48821 | -45.47242 | 1.6 | 0 | TBD | 0.15 | 1.18 
GRB 100316A | 251.97815 | 71.82708 | 3.0 | 0 | TBD | 4.94&times;10<sup>-2</sup> | N/A 
GRB 100305A | 168.36698 | 42.40388 | 1.5 | 3 | TBD | 2.25&times;10<sup>-2</sup> | N/A 
GRB 100302A | 195.5152 | 74.58959 | 1.4 | 3 | TBD | 2.05&times;10<sup>-2</sup> | 4.813 
GRB 100219A | 154.20201 | -12.56667 | 1.4 | 2 | TBD | 8.40&times;10<sup>-2</sup> | 4.6667 
GRB 100213B | 124.28269 | 43.44833 | 3.4 | 0 | TBD | 7.47&times;10<sup>-2</sup> | N/A 
GRB 100213A | 349.39126 | 43.37907 | 3.1 | 0 | TBD | 0.19 | N/A 
GRB 100212A | 356.41797 | 49.4944 | 1.4 | 1 | TBD | 0.20 | N/A 
GRB 100206A | 47.1625 | 13.157 | 4.9 | 0 | TBD | 0.24 | N/A 
GRB 100205A | 141.38779 | 31.74009 | 1.9 | 0 | TBD | 1.75&times;10<sup>-2</sup> | N/A 
GRB 100117A | 11.269105112 | -1.5962639625 | 3.7 | 2 | TBD | 2.91&times;10<sup>-2</sup> | 0.92 
GRB 100115A | 3.3668 | -0.82668 | 5.2 | 0 | TBD | 3.57&times;10<sup>-2</sup> | N/A 
GRB 100111A | 247.04837 | 15.55071 | 1.5 | 0 | TBD | 4.88&times;10<sup>-2</sup> | N/A 
GRB 100103A | 112.37286 | -34.48994 | 1.9 | 0 | TBD | 0.37 | N/A 
GRB 091230 | 132.91228 | -53.89828 | 2.7 | 0 | TBD | 0.44 | N/A 
GRB 091221 | 55.79754 | 23.24137 | 1.9 | 1 | TBD | 0.19 | N/A 
GRB 091208B | 29.39222 | 16.88975 | 1.4 | 1 | TBD | 5.75&times;10<sup>-2</sup> | 1.063 
GRB 091202 | 138.83318 | 62.54965 | 3.3 | 0 | TBD | 4.49&times;10<sup>-2</sup> | N/A 
GRB 091130B | 203.14808 | 34.08881 | 1.4 | 3 | TBD | 8.25&times;10<sup>-3</sup> | N/A 
GRB 091127 | 36.5828 | -18.9526 | 1.4 | 1 | TBD | 3.11&times;10<sup>-2</sup> | 0.49 
GRB 091111 | 137.8251539247 | -45.9255042691 | 4.4 | 0 | TBD | 0.77 | N/A 
GRB 091109B | 112.73539 | -54.09005 | 2.8 | 0 | TBD | 0.14 | N/A 
GRB 091109A | 309.25777 | -44.15847 | 1.5 | 1 | TBD | 3.34&times;10<sup>-2</sup> | 3.076 
GRB 091104 | 208.7556 | 47.41064 | 1.7 | 2 | TBD | 1.81&times;10<sup>-2</sup> | N/A 
GRB 091102 | 72.61557 | -72.51986 | 2.7 | 0 | TBD | 0.15 | N/A 
GRB 091029 | 60.17737 | -55.95536 | 1.4 | 2 | TBD | 1.18&times;10<sup>-2</sup> | 2.752 
GRB 091026 | 276.57428 | -86.11132 | 1.4 | 3 | TBD | 0.13 | N/A 
GRB 091024 | 339.2497983427 | 56.8897044512 | 3.5 | 0 | TBD | 0.63 | 1.092 
GRB 091020 | 175.72977 | 50.97838 | 1.4 | 2 | TBD | 1.45&times;10<sup>-2</sup> | 1.71 
GRB 091018 | 32.18529 | -57.54829 | 1.4 | 2 | TBD | 3.07&times;10<sup>-2</sup> | 0.971 
GRB 091010 | 298.66561 | -22.51793 | 2.1 | 0 | TBD | 0.12 | N/A 
GRB 091003 | 251.51968 | 36.62531 | 1.6 | 0 | TBD | 1.84&times;10<sup>-2</sup> | 0.897 
GRB 090929B | 117.7201 | -0.65759 | 1.5 | 1 | TBD | 6.48&times;10<sup>-2</sup> | N/A 
GRB 090927 | 343.97251 | -70.9802 | 1.6 | 1 | TBD | 3.22&times;10<sup>-2</sup> | 1.37 
GRB 090926B | 46.30802 | -39.00617 | 1.4 | 2 | TBD | 2.02&times;10<sup>-2</sup> | 1.24 
GRB 090926A | 353.40036 | -66.32387 | 1.5 | 0 | TBD | 3.05&times;10<sup>-2</sup> | 2.1062 
GRB 090915 | 238.02026 | 15.48749 | 3.1 | 0 | TBD | 3.67&times;10<sup>-2</sup> | N/A 
GRB 090912 | 188.0426 | 61.48456 | 1.5 | 0 | TBD | 1.34&times;10<sup>-2</sup> | N/A 
GRB 090904B | 264.1855 | -25.21275 | 1.4 | 1 | TBD | 0.47 | N/A 
GRB 090904A | 100.88419 | 50.20355 | 1.4 | 3 | TBD | 0.13 | N/A 
GRB 090902B | 264.93903 | 27.32398 | 2.0 | 0 | TBD | 4.53&times;10<sup>-2</sup> | 1.822 
GRB 090831C | 108.29438 | -25.11864 | 1.4 | 0 | TBD | 0.47 | N/A 
GRB 090827 | 18.45164 | -50.89645 | 5.2 | 0 | TBD | 1.62&times;10<sup>-2</sup> | N/A 
GRB 090823 | 128.67897 | 60.65052 | 4.0 | 0 | TBD | 4.54&times;10<sup>-2</sup> | N/A 
GRB 090817 | 63.96574 | 44.12872 | 2.1 | 0 | TBD | 0.55 | N/A 
GRB 090814B | 64.75701 | 60.59133 | 3.4 | 0 | TBD | 0.50 | N/A 
GRB 090814A | 239.61016 | 25.63123 | 1.5 | 3 | TBD | 5.88&times;10<sup>-2</sup> | 0.696 
GRB 090813 | 225.78371 | 88.56832 | 1.4 | 2 | TBD | 0.10 | N/A 
GRB 090812 | 353.20229 | -10.60523 | 1.4 | 5 | TBD | 2.47&times;10<sup>-2</sup> | 2.452 
GRB 090809 | 328.68051 | -0.08353 | 1.4 | 0 | TBD | 8.16&times;10<sup>-2</sup> | 2.737 
GRB 090807 | 273.74408 | 10.26592 | 1.5 | 2 | TBD | 0.14 | N/A 
GRB 090728 | 29.6527 | 41.63318 | 1.6 | 2 | TBD | 9.27&times;10<sup>-2</sup> | N/A 
GRB 090727 | 315.96161 | 64.92493 | 1.4 | 0 | TBD | 0.39 | N/A 
GRB 090726 | 248.68009 | 72.88426 | 1.6 | 0 | TBD | 4.38&times;10<sup>-2</sup> | 2.71 
GRB 090720 | 203.68029 | -10.33476 | 3.8 | 0 | TBD | 3.61&times;10<sup>-2</sup> | N/A 
GRB 090715B | 251.33997 | 44.83892 | 1.5 | 2 | TBD | 1.40&times;10<sup>-2</sup> | 3 
GRB 090709A | 289.92686 | 60.72748 | 1.4 | 4 | TBD | 8.44&times;10<sup>-2</sup> | 1.8 
GRB 090702 | 175.89688 | 11.5022 | 4.8 | 0 | TBD | 3.97&times;10<sup>-2</sup> | N/A 
GRB 090628 | 237.05274 | -15.98455 | 2.1 | 0 | TBD | 0.14 | N/A 
GRB 090625B | 2.26425 | -65.78035 | 2.2 | 0 | TBD | 2.18&times;10<sup>-2</sup> | N/A 
GRB 090621B | 313.47159 | 69.0282 | 5.5 | 0 | TBD | 0.32 | N/A 
GRB 090621A | 11.02121 | 61.94101 | 1.4 | 1 | TBD | 0.70 | N/A 
GRB 090618 | 293.99362 | 78.35684 | 1.4 | 5 | TBD | 7.59&times;10<sup>-2</sup> | 0.54 
GRB 090607 | 191.1674243249 | 44.1058121713 | 3.9 | 0 | TBD | 1.95&times;10<sup>-2</sup> | N/A 
GRB 090531B | 252.07458 | -36.0344 | 8.5 | 0 | TBD | 0.45 | N/A 
GRB 090531A | 178.6899227674 | 7.7386883275 | 4.2 | 0 | TBD | 1.36&times;10<sup>-2</sup> | N/A 
GRB 090530 | 179.41868 | 26.5937 | 1.5 | 2 | TBD | 1.90&times;10<sup>-2</sup> | 1.266 
GRB 090529 | 212.46873 | 24.45931 | 1.4 | 1 | TBD | 1.70&times;10<sup>-2</sup> | 2.625 
GRB 090519 | 142.27906 | 0.18034 | 1.7 | 0 | TBD | 3.34&times;10<sup>-2</sup> | 3.85 
GRB 090518 | 119.95452 | 0.75944 | 1.5 | 0 | TBD | 5.37&times;10<sup>-2</sup> | N/A 
GRB 090516 | 138.26085 | -11.85434 | 1.4 | 3 | TBD | 5.26&times;10<sup>-2</sup> | 4.109 
GRB 090515 | 164.1513 | 14.44169 | 3.9 | 0 | TBD | 2.07&times;10<sup>-2</sup> | N/A 
GRB 090510 | 333.5525 | -26.58313 | 1.4 | 1 | TBD | 1.77&times;10<sup>-2</sup> | 0.903 
GRB 090429B | 210.66718 | 32.17055 | 1.6 | 1 | TBD | 1.25&times;10<sup>-2</sup> | N/A 
GRB 090429A | 90.55534 | -52.38736 | 4.4 | 0 | TBD | 5.14&times;10<sup>-2</sup> | N/A 
GRB 090426 | 189.07529 | 32.98592 | 1.5 | 0 | TBD | 1.58&times;10<sup>-2</sup> | 2.609 
GRB 090424 | 189.5213 | 16.8376 | 1.4 | 5 | TBD | 2.02&times;10<sup>-2</sup> | 0.544 
GRB 090423 | 148.88871 | 18.14987 | 1.4 | 1 | TBD | 3.17&times;10<sup>-2</sup> | 8.2 
GRB 090422 | 294.74937 | 40.38411 | 1.5 | 0 | TBD | 0.26 | N/A 
GRB 090419 | 196.9275 | -75.60552 | 1.4 | 0 | TBD | 0.22 | N/A 
GRB 090418A | 269.31325 | 33.40585 | 1.4 | 2 | TBD | 4.09&times;10<sup>-2</sup> | 1.608 
GRB 090417B | 209.6944 | 47.01791 | 1.4 | 3 | TBD | 1.69&times;10<sup>-2</sup> | 0.345 
GRB 090407 | 68.9795 | -12.67917 | 1.4 | 3 | TBD | 5.06&times;10<sup>-2</sup> | N/A 
GRB 090404 | 239.23955 | 35.51595 | 1.4 | 3 | TBD | 2.20&times;10<sup>-2</sup> | 3 
GRB 090401B | 95.08797 | -8.97227 | 1.4 | 1 | TBD | 0.38 | N/A 
GRB 090328A | 90.66551 | -41.88258 | 2.0 | 0 | TBD | 6.06&times;10<sup>-2</sup> | 0.736 
GRB 090323 | 190.7097 | 17.05357 | 2.0 | 0 | TBD | 1.83&times;10<sup>-2</sup> | 3.57 
GRB 090313 | 198.40093 | 8.09715 | 1.6 | 1 | TBD | 2.29&times;10<sup>-2</sup> | 3.375 
GRB 090309 | 284.97373 | -25.26146 | 1.8 | 0 | TBD | 0.18 | N/A 
GRB 090308 | 183.5003 | -48.81692 | 1.8 | 1 | TBD | 0.12 | N/A 
GRB 090307 | 244.99395 | -28.6337 | 2.4 | 0 | TBD | 0.26 | N/A 
GRB 090306B | 231.2083365581 | -6.9678888423 | 5.6 | 0 | TBD | N/A | N/A 
GRB 090205 | 220.91094 | -27.85298 | 1.5 | 1 | TBD | 0.11 | 4.65 
GRB 090201 | 92.05222 | -46.59019 | 1.4 | 3 | TBD | 6.11&times;10<sup>-2</sup> | 2.1 
GRB 090126A | 3.6596 | 81.3734 | 2.6 | 0 | TBD | 0.23 | N/A 
GRB 090123 | 6.78621 | -23.5012 | 1.5 | 2 | TBD | 1.88&times;10<sup>-2</sup> | N/A 
GRB 090118 | 49.8282751317 | 18.4152247372 | 4.2 | 0 | TBD | 0.13 | N/A 
GRB 090117 | 164.04355 | -58.23333 | 2.6 | 0 | TBD | 1.0 | N/A 
GRB 090113 | 32.05734 | 33.42866 | 1.4 | 1 | TBD | 8.87&times;10<sup>-2</sup> | N/A 
GRB 090111 | 251.6751 | 0.07734 | 1.5 | 1 | TBD | 9.98&times;10<sup>-2</sup> | N/A 
GRB 090107B | 284.81715 | 59.59526 | 1.9 | 0 | TBD | 6.07&times;10<sup>-2</sup> | N/A 
GRB 090102 | 128.24361 | 33.11398 | 1.4 | 1 | TBD | 4.69&times;10<sup>-2</sup> | 1.547 
GRB 081230 | 37.33139 | -25.14739 | 1.5 | 2 | TBD | 1.77&times;10<sup>-2</sup> | N/A 
GRB 081228 | 39.46235 | 30.85277 | 2.5 | 0 | TBD | 0.14 | N/A 
GRB 081226A | 120.5014799926 | -69.0294507816 | 4.3 | 0 | TBD | 0.19 | N/A 
GRB 081224 | 213.14946 | 74.19973 | 5.5 | 0 | TBD | 2.59&times;10<sup>-2</sup> | N/A 
GRB 081222 | 22.74022 | -34.09508 | 1.4 | 4 | TBD | 2.37&times;10<sup>-2</sup> | 2.77 
GRB 081221 | 15.79273 | -24.54801 | 1.4 | 3 | TBD | 2.17&times;10<sup>-2</sup> | 2.26 
GRB 081211B | 168.26448 | 53.82968 | 2.1 | 0 | TBD | 7.87&times;10<sup>-3</sup> | N/A 
GRB 081211 | 328.1167 | -33.83591 | 1.6 | 0 | TBD | 2.04&times;10<sup>-2</sup> | N/A 
GRB 081210 | 70.48387 | -11.25723 | 1.4 | 3 | TBD | 6.18&times;10<sup>-2</sup> | 2.0631 
GRB 081204 | 349.78803 | -60.2244 | 6.2 | 0 | TBD | 2.02&times;10<sup>-2</sup> | N/A 
GRB 081203B | 228.79859 | 44.42864 | 1.4 | 2 | TBD | 2.08&times;10<sup>-2</sup> | N/A 
GRB 081203A | 233.03184 | 63.5209 | 1.4 | 4 | TBD | 1.81&times;10<sup>-2</sup> | 2.1 
GRB 081128 | 20.8047 | 38.12747 | 1.6 | 1 | TBD | 7.24&times;10<sup>-2</sup> | N/A 
GRB 081127 | 332.06424 | 6.85068 | 1.8 | 2 | TBD | 9.02&times;10<sup>-2</sup> | N/A 
GRB 081126 | 323.5148 | 48.71038 | 1.4 | 1 | TBD | 0.56 | N/A 
GRB 081121 | 89.2756 | -60.60292 | 1.4 | 0 | TBD | 4.75&times;10<sup>-2</sup> | 2.512 
GRB 081118 | 82.59217 | -43.30118 | 1.9 | 1 | TBD | 4.26&times;10<sup>-2</sup> | 2.58 
GRB 081109 | 330.79056 | -54.71145 | 1.4 | 2 | TBD | 1.66&times;10<sup>-2</sup> | 0.9787 
GRB 081105 | 3.95149 | 3.4683 | 5.9 | 0 | TBD | 3.31&times;10<sup>-2</sup> | N/A 
GRB 081104 | 100.48797 | -54.71984 | 1.9 | 0 | TBD | 0.10 | N/A 
GRB 081102 | 331.17304 | 52.99466 | 1.4 | 1 | TBD | 0.64 | N/A 
GRB 081029 | 346.77322 | -68.15562 | 1.4 | 1 | TBD | 3.02&times;10<sup>-2</sup> | 3.847 
GRB 081028 | 121.89468 | 2.30818 | 1.4 | 3 | TBD | 4.39&times;10<sup>-2</sup> | 3.038 
GRB 081025 | 245.3666978053 | 60.475585694 | 5.2 | 0 | TBD | 1.77&times;10<sup>-2</sup> | N/A 
GRB 081024A | 27.87432 | 61.33129 | 1.4 | 0 | TBD | 0.92 | N/A 
GRB 081016B | 14.56417 | -43.52999 | 2.1 | 0 | TBD | 2.01&times;10<sup>-2</sup> | N/A 
GRB 081016A | 255.570379722 | -23.3356288164 | 4.0 | 0 | TBD | 0.30 | N/A 
GRB 081012 | 30.20063 | -17.63821 | 2.2 | 0 | TBD | 2.57&times;10<sup>-2</sup> | N/A 
GRB 081011 | 220.34434 | 33.54373 | 1.6 | 0 | TBD | 1.07&times;10<sup>-2</sup> | N/A 
GRB 081008 | 279.95808 | -57.43156 | 1.4 | 2 | TBD | 9.28&times;10<sup>-2</sup> | 1.967 
GRB 081007 | 339.96036 | -40.14698 | 1.5 | 2 | TBD | 1.44&times;10<sup>-2</sup> | 0.5295 
GRB 081003A | 262.39015 | 16.57048 | 3.1 | 0 | TBD | 8.73&times;10<sup>-2</sup> | N/A 
GRB 081001 | 276.59079 | -8.71894 | 2.4 | 0 | TBD | 1.00 | N/A 
GRB 080928 | 95.07 | -55.1997 | 1.4 | 3 | TBD | 7.17&times;10<sup>-2</sup> | 1.69 
GRB 080919 | 265.22412 | -42.36822 | 1.8 | 0 | TBD | 0.40 | N/A 
GRB 080916C | 119.84738 | -56.63843 | 2.2 | 0 | TBD | 0.26 | N/A 
GRB 080916B | 163.66551 | 69.06581 | 2.7 | 0 | TBD | 1.90&times;10<sup>-2</sup> | N/A 
GRB 080916A | 336.2763 | -57.02297 | 1.5 | 3 | TBD | 1.95&times;10<sup>-2</sup> | 0.689 
GRB 080915A | 17.9519 | -76.02053 | 5.2 | 0 | TBD | 7.96&times;10<sup>-2</sup> | N/A 
GRB 080913 | 65.72796 | -25.12964 | 1.7 | 0 | TBD | 3.66&times;10<sup>-2</sup> | 6.7 
GRB 080906 | 228.04453 | -80.51785 | 2.1 | 2 | TBD | 0.18 | N/A 
GRB 080905B | 301.74137 | -62.56301 | 1.4 | 3 | TBD | 4.05&times;10<sup>-2</sup> | 2.374 
GRB 080905A | 287.67412 | -18.88012 | 1.8 | 0 | TBD | 0.13 | 0.1218 
GRB 080903 | 86.79216 | 51.26419 | 1.6 | 2 | TBD | 0.27 | N/A 
GRB 080828 | 199.58767 | -65.94011 | 3.7 | 0 | TBD | 0.78 | N/A 
GRB 080825 | 209.20098 | -68.95492 | 3.1 | 0 | TBD | 0.33 | N/A 
GRB 080810 | 356.79386 | 0.31967 | 1.5 | 3 | TBD | 3.62&times;10<sup>-2</sup> | 3.35 
GRB 080805 | 314.22283 | -62.44451 | 1.8 | 1 | TBD | 3.93&times;10<sup>-2</sup> | 1.51 
GRB 080804 | 328.66723 | -53.18485 | 1.4 | 0 | TBD | 1.72&times;10<sup>-2</sup> | 2.2 
GRB 080802 | 270.72605 | -32.33427 | 1.7 | 2 | TBD | 0.42 | N/A 
GRB 080727C | 32.63319 | 64.1373 | 1.4 | 0 | TBD | 0.82 | N/A 
GRB 080727B | 276.8588 | 1.16268 | 1.8 | 1 | TBD | 0.51 | N/A 
GRB 080727A | 208.39092 | -18.5445 | 1.8 | 0 | TBD | 8.79&times;10<sup>-2</sup> | N/A 
GRB 080723B | 176.83362 | -60.24103 | 1.5 | 0 | TBD | 0.89 | N/A 
GRB 080723A | 274.49056 | -6.89954 | 1.5 | 1 | TBD | 0.54 | N/A 
GRB 080721 | 224.48269 | -11.72341 | 1.4 | 5 | TBD | 9.27&times;10<sup>-2</sup> | 2.6 
GRB 080714 | 188.10581 | -60.27769 | 1.4 | 2 | TBD | 0.69 | N/A 
GRB 080710 | 8.27345 | 19.50153 | 1.5 | 1 | TBD | 5.20&times;10<sup>-2</sup> | 0.85 
GRB 080707 | 32.61838 | 33.10955 | 1.6 | 2 | TBD | 9.32&times;10<sup>-2</sup> | 1.23 
GRB 080703 | 101.80201 | -63.21924 | 1.4 | 1 | TBD | 6.52&times;10<sup>-2</sup> | N/A 
GRB 080702B | 355.5675011675 | -5.5129685925 | 5.9 | 0 | TBD | 3.22&times;10<sup>-2</sup> | N/A 
GRB 080702A | 313.05088 | 72.31292 | 2.2 | 0 | TBD | 0.29 | N/A 
GRB 080701 | 45.83803 | 75.47487 | 1.9 | 0 | TBD | 0.31 | N/A 
GRB 080625 | 298.40435 | 56.27793 | 1.8 | 0 | TBD | 0.21 | N/A 
GRB 080623 | 237.66087 | -62.04891 | 1.5 | 0 | TBD | 0.39 | N/A 
GRB 080613B | 173.79786 | -7.10483 | 3.3 | 2 | TBD | 3.55&times;10<sup>-2</sup> | N/A 
GRB 080613A | 213.27113 | 5.17308 | 2.3 | 0 | TBD | 2.20&times;10<sup>-2</sup> | N/A 
GRB 080607 | 194.94676 | 15.91944 | 1.4 | 4 | TBD | 1.82&times;10<sup>-2</sup> | 3.04 
GRB 080605 | 262.12524 | 4.01548 | 1.4 | 2 | TBD | 0.10 | 1.64 
GRB 080604 | 236.9653 | 20.55778 | 1.6 | 1 | TBD | 4.46&times;10<sup>-2</sup> | 1.42 
GRB 080603B | 176.53189 | 68.06064 | 1.5 | 1 | TBD | 1.27&times;10<sup>-2</sup> | 2.69 
GRB 080603A | 279.40792 | 62.74409 | 1.7 | 0 | TBD | 5.53&times;10<sup>-2</sup> | 1.69 
GRB 080602 | 19.17541 | -9.23237 | 1.7 | 2 | TBD | 4.00&times;10<sup>-2</sup> | 1.8204 
GRB 080523 | 20.79787 | -64.0309 | 1.4 | 2 | TBD | 2.25&times;10<sup>-2</sup> | N/A 
GRB 080520 | 280.19336 | -54.9918 | 1.7 | 0 | TBD | 8.75&times;10<sup>-2</sup> | 1.55 
GRB 080517 | 102.24179 | 50.73546 | 1.8 | 0 | TBD | 0.11 | N/A 
GRB 080516 | 120.64257 | -26.1597 | 1.5 | 1 | TBD | 0.46 | N/A 
GRB 080515 | 3.1632574823 | 32.5786552593 | 4.2 | 0 | TBD | 5.38&times;10<sup>-2</sup> | N/A 
GRB 080514B | 322.84422 | 0.70822 | 1.9 | 0 | TBD | 4.43&times;10<sup>-2</sup> | N/A 
GRB 080507 | 233.68143 | 56.4354 | 2.9 | 0 | TBD | 1.35&times;10<sup>-2</sup> | N/A 
GRB 080506 | 329.42386 | 38.98483 | 1.4 | 1 | TBD | 0.27 | N/A 
GRB 080503 | 286.61924 | 68.79316 | 1.7 | 2 | TBD | 6.99&times;10<sup>-2</sup> | N/A 
GRB 080430 | 165.31139 | 51.68552 | 1.4 | 2 | TBD | 9.92&times;10<sup>-3</sup> | 0.767 
GRB 080426 | 26.49876 | 69.46845 | 1.6 | 0 | TBD | 0.51 | N/A 
GRB 080413B | 326.14407 | -19.98111 | 1.4 | 1 | TBD | 3.43&times;10<sup>-2</sup> | 1.1 
GRB 080413A | 287.29876 | -27.67774 | 1.4 | 1 | TBD | 0.13 | 2.43 
GRB 080411 | 37.97899 | -71.30228 | 1.4 | 1 | TBD | 6.46&times;10<sup>-2</sup> | 1.03 
GRB 080409 | 84.33032 | 5.08489 | 1.8 | 0 | TBD | 0.37 | N/A 
GRB 080405 | 162.59929 | -4.28846 | 3.3 | 0 | TBD | 3.73&times;10<sup>-2</sup> | N/A 
GRB 080330 | 169.25882 | 30.62276 | 4.6 | 0 | TBD | 1.29&times;10<sup>-2</sup> | 1.51 
GRB 080328 | 80.48267 | 47.51095 | 1.4 | 4 | TBD | 0.48 | N/A 
GRB 080325 | 277.89327 | 36.52371 | 2.0 | 1 | TBD | 4.61&times;10<sup>-2</sup> | 1.78 
GRB 080320 | 177.73545 | 57.15699 | 1.4 | 1 | TBD | 1.41&times;10<sup>-2</sup> | N/A 
GRB 080319D | 99.47277 | 23.94268 | 1.4 | 0 | TBD | 0.32 | N/A 
GRB 080319C | 258.98122 | 55.39195 | 1.6 | 2 | TBD | 2.39&times;10<sup>-2</sup> | 1.95 
GRB 080319B | 217.92067 | 36.30226 | 1.4 | 4 | TBD | 1.15&times;10<sup>-2</sup> | 0.94 
GRB 080319A | 206.33314 | 44.07996 | 1.8 | 0 | TBD | 1.52&times;10<sup>-2</sup> | 2.0265 
GRB 080310 | 220.05773 | -0.17539 | 1.4 | 2 | TBD | 3.75&times;10<sup>-2</sup> | 2.43 
GRB 080307 | 136.6286 | 35.13916 | 1.4 | 2 | TBD | 2.58&times;10<sup>-2</sup> | N/A 
GRB 080303 | 112.0592 | -70.23419 | 1.4 | 1 | TBD | 0.20 | N/A 
GRB 080229B | 199.25015 | -64.86374 | 2.2 | 0 | TBD | 1.0 | N/A 
GRB 080229A | 228.21764 | -14.70446 | 1.4 | 4 | TBD | 0.13 | N/A 
GRB 080218B | 177.95689 | -53.0969 | 1.8 | 0 | TBD | 0.22 | N/A 
GRB 080212 | 231.14734 | -22.74172 | 1.4 | 2 | TBD | 0.11 | N/A 
GRB 080210 | 251.26648 | 13.82661 | 1.6 | 1 | TBD | 6.89&times;10<sup>-2</sup> | 2.64 
GRB 080207 | 207.51233 | 7.50213 | 1.4 | 1 | TBD | 2.11&times;10<sup>-2</sup> | 2.0858 
GRB 080205 | 98.25244 | 62.79199 | 1.6 | 2 | TBD | 0.10 | 2.72 
GRB 080130 | 261.61275 | -53.18716 | 7.3 | 0 | TBD | 0.20 | N/A 
GRB 080129 | 105.284 | -7.84625 | 1.5 | 3 | TBD | 0.79 | N/A 
GRB 080123 | 338.94305 | -64.90077 | 2.0 | 2 | TBD | 2.51&times;10<sup>-2</sup> | N/A 
GRB 080120 | 225.26343 | -10.87514 | 1.9 | 0 | TBD | 0.11 | N/A 
GRB 071227 | 58.13001 | -55.98415 | 2.1 | 0 | TBD | 1.30&times;10<sup>-2</sup> | 0.383 
GRB 071122 | 276.60523 | 47.07506 | 1.9 | 0 | TBD | 5.59&times;10<sup>-2</sup> | 1.14 
GRB 071118 | 299.71588 | 70.12444 | 1.4 | 2 | TBD | 0.19 | N/A 
GRB 071117 | 335.04396 | -63.44336 | 1.6 | 0 | TBD | 2.52&times;10<sup>-2</sup> | 1.33 
GRB 071112C | 39.21216 | 28.37133 | 1.4 | 2 | TBD | 0.11 | 0.82 
GRB 071104 | 295.61187 | 14.61036 | 1.6 | 0 | TBD | 0.41 | N/A 
GRB 071101 | 48.1764497749 | 62.5004393986 | 4.0 | 0 | TBD | 0.71 | N/A 
GRB 071031 | 6.40527 | -58.05924 | 1.4 | 2 | TBD | 1.25&times;10<sup>-2</sup> | 2.69 
GRB 071028B | 354.1629135801 | -31.6203445459 | 6.2 | 0 | TBD | 1.27&times;10<sup>-2</sup> | N/A 
GRB 071028A | 119.81921 | 21.48463 | 1.7 | 1 | TBD | 6.20&times;10<sup>-2</sup> | N/A 
GRB 071025 | 355.07116 | 31.77848 | 1.4 | 2 | TBD | 6.54&times;10<sup>-2</sup> | 4.8 
GRB 071021 | 340.6430607288 | 23.7181761003 | 3.5 | 2 | TBD | 5.87&times;10<sup>-2</sup> | 2.452 
