## This is from the official XRT page
## GRB | RA | Dec | Err90 | #breaks | lc type | NH_gal | Redshift 
GRB 160303A | 168.70067 | 22.74204 | 1.7 | 0 | TBD | 1.07&times;10<sup>-2</sup> | N/A 
GRB 160228A | 107.31623 | 26.93174 | 1.8 | 1 | TBD | 9.03&times;10<sup>-2</sup> | N/A 
GRB 160227A | 194.80714 | 78.67919 | 1.4 | 5 | TBD | 4.14&times;10<sup>-2</sup> | 2.38 
GRB 160225A | 164.22979 | 53.6701 | 1.5 | 0 | TBD | 9.69&times;10<sup>-3</sup> | N/A 
GRB 160223A | N/A | N/A | N/A | 0 | TBD | N/A | N/A 
GRB 160221A | 232.09039 | -28.45585 | 3.5 | 0 | TBD | 0.18 | N/A 
GRB 160220B | 259.86517 | -18.12394 | 1.6 | 0 | TBD | 0.26 | N/A 
GRB 160220A | 236.95277 | -18.56608 | 2.2 | 0 | TBD | 0.11 | N/A 
GRB 160216A | 311.68414 | -71.54842 | 1.4 | 0 | TBD | 4.50&times;10<sup>-2</sup> | N/A 
GRB 160203A | 161.95134 | -24.78901 | 1.7 | 2 | TBD | 7.41&times;10<sup>-2</sup> | 3.52 
GRB 160131A | 78.16797 | -7.04985 | 1.4 | 3 | TBD | 0.11 | 0.97 
GRB 160127A | 225.98199 | 0.07289 | 1.4 | 1 | TBD | 5.71&times;10<sup>-2</sup> | N/A 
GRB 160123A | 150.31265 | -33.77517 | 1.7 | 0 | TBD | 0.13 | N/A 
GRB 160121A | 109.08812 | -23.59217 | 1.7 | 1 | TBD | 0.53 | 1.96 
GRB 160119A | 211.92195 | 20.46093 | 1.4 | 3 | TBD | 3.08&times;10<sup>-2</sup> | N/A 
GRB 160117B | 132.19464 | -16.36692 | 1.5 | 1 | TBD | 5.71&times;10<sup>-2</sup> | 0.87 
GRB 160117A | N/A | N/A | N/A | 0 | TBD | N/A | N/A 
GRB 160104A | 76.796 | 11.32405 | 1.4 | 1 | TBD | 0.27 | N/A 
GRB 160101A | 219.65069 | -13.81497 | 2.5 | 0 | TBD | 9.07&times;10<sup>-2</sup> | N/A 
GRB 151229A | 329.36991 | -20.73199 | 1.4 | 1 | TBD | 2.71&times;10<sup>-2</sup> | N/A 
GRB 151228B | 344.42455 | 8.08136 | 1.6 | 3 | TBD | 5.75&times;10<sup>-2</sup> | N/A 
GRB 151215A | 93.58416 | 35.51621 | 1.9 | 0 | TBD | 0.40 | 2.59 
GRB 151212A | 68.15064 | -3.96255 | 2.3 | 0 | TBD | 4.51&times;10<sup>-2</sup> | N/A 
GRB 151210A | 65.11703 | -71.25073 | 1.4 | 1 | TBD | 0.13 | N/A 
GRB 151205A | 229.28859 | 35.74375 | 1.4 | 1 | TBD | 1.58&times;10<sup>-2</sup> | N/A 
GRB 151127A | 19.47743 | -82.77082 | 2.5 | 0 | TBD | 0.10 | N/A 
GRB 151120A | 157.24136 | -32.52647 | 2.4 | 0 | TBD | 9.05&times;10<sup>-2</sup> | N/A 
GRB 151118A | 57.1715 | 65.90167 | 1.4 | 0 | TBD | 0.45 | N/A 
GRB 151114A | 120.94307 | -61.02793 | 1.6 | 0 | TBD | 0.20 | N/A 
GRB 151112A | 2.05351 | -61.66324 | 1.5 | 1 | TBD | 1.92&times;10<sup>-2</sup> | N/A 
GRB 151111A | 56.84482 | -44.16151 | 1.6 | 2 | TBD | 1.07&times;10<sup>-2</sup> | N/A 
GRB 151031A | 83.19593 | -39.12185 | 1.6 | 0 | TBD | 2.62&times;10<sup>-2</sup> | 1.167 
GRB 151029A | 38.52795 | -35.38551 | 2.0 | 0 | TBD | 3.41&times;10<sup>-2</sup> | 1.423 
GRB 151027B | 76.21946 | -6.45021 | 1.5 | 2 | TBD | 9.43&times;10<sup>-2</sup> | 4.063 
GRB 151027A | 272.48698 | 61.35342 | 1.4 | 5 | TBD | 3.75&times;10<sup>-2</sup> | 0.81 
GRB 151023A | 270.9847 | -8.31619 | 3.0 | 0 | TBD | 0.41 | N/A 
GRB 151022A | 349.19661 | 55.81174 | 1.7 | 0 | TBD | 0.47 | N/A 
GRB 151021A | 337.64346 | -33.19733 | 1.4 | 5 | TBD | 1.13&times;10<sup>-2</sup> | 2.33 
GRB 151006A | 147.42576 | 70.50291 | 1.5 | 1 | TBD | 7.74&times;10<sup>-2</sup> | N/A 
GRB 151001B | 336.83863 | 64.6942 | 1.5 | 1 | TBD | 0.65 | N/A 
GRB 151001A | 233.72872 | 10.9672 | 1.5 | 0 | TBD | 3.53&times;10<sup>-2</sup> | N/A 
GRB 150925A | 227.53426 | -19.63303 | 1.4 | 3 | TBD | 0.10 | N/A 
GRB 150915A | 319.6578465627 | -34.913396968 | 3.5 | 1 | TBD | 8.65&times;10<sup>-2</sup> | 1.968 
GRB 150911A | 67.43396 | 5.73544 | 1.4 | 1 | TBD | 0.19 | N/A 
GRB 150910A | 5.66723 | 33.4729 | 1.4 | 5 | TBD | 5.43&times;10<sup>-2</sup> | 1.36 
GRB 150907B | 255.30408 | -63.78514 | 2.3 | 0 | TBD | 0.15 | N/A 
GRB 150902A | 214.97576 | -69.35276 | 4.6 | 0 | TBD | 0.37 | N/A 
GRB 150831B | 271.03897 | -27.25819 | 2.1 | 0 | TBD | 0.51 | N/A 
GRB 150831A | 221.02431 | -25.6351 | 1.9 | 0 | TBD | 0.11 | N/A 
GRB 150821A | 341.91312 | -57.89395 | 1.5 | 1 | TBD | 1.77&times;10<sup>-2</sup> | 0.755 
GRB 150819A | 42.33309 | 9.80753 | 1.4 | 0 | TBD | 0.18 | N/A 
GRB 150818A | 230.35619 | 68.342 | 1.8 | 2 | TBD | 2.47&times;10<sup>-2</sup> | N/A 
GRB 150817A | 249.63112 | -12.05292 | 1.4 | 2 | TBD | 0.27 | N/A 
GRB 150811A | 291.33908 | -15.42521 | 1.7 | 1 | TBD | 0.15 | N/A 
GRB 150801B | 82.96633 | -5.3894 | 1.4 | 1 | TBD | 0.27 | N/A 
GRB 150728A | 292.2288 | 33.91614 | 5.5 | 0 | TBD | 0.26 | N/A 
GRB 150727A | 203.96884 | -18.32574 | 2.1 | 3 | TBD | 9.81&times;10<sup>-2</sup> | 0.313 
GRB 150724B | 351.89119 | 3.81845 | 2.9 | 0 | TBD | 5.98&times;10<sup>-2</sup> | N/A 
GRB 150724A | 97.56033 | -19.16436 | 1.8 | 1 | TBD | 0.29 | N/A 
GRB 150722A | 218.27801 | -35.19585 | 1.5 | 0 | TBD | 5.92&times;10<sup>-2</sup> | N/A 
GRB 150720A | 119.58129 | -28.26249 | 2.0 | 1 | TBD | 0.57 | N/A 
GRB 150716A | 278.48797 | -12.97841 | 3.0 | 0 | TBD | 0.70 | N/A 
GRB 150711A | 221.6266 | -35.45615 | 1.6 | 2 | TBD | 8.25&times;10<sup>-2</sup> | N/A 
GRB 150710B | 83.21861 | -46.94206 | 3.4 | 0 | TBD | 3.79&times;10<sup>-2</sup> | N/A 
GRB 150627A | 117.47064 | -51.48957 | 1.5 | 2 | TBD | 0.26 | N/A 
GRB 150626B | 187.63344 | 66.77183 | 1.8 | 2 | TBD | 1.69&times;10<sup>-2</sup> | N/A 
GRB 150626A | 111.33683 | -37.78068 | 1.6 | 4 | TBD | 0.35 | N/A 
GRB 150622A | 252.45644 | -52.85 | 5.9 | 0 | TBD | 0.38 | N/A 
GRB 150616A | 314.71684 | -53.39363 | 1.4 | 3 | TBD | 3.38&times;10<sup>-2</sup> | N/A 
GRB 150615A | 107.56481 | -22.44914 | 1.6 | 2 | TBD | 0.47 | N/A 
GRB 150608A | 13.1670774695 | -0.6442560451 | 3.6 | 0 | TBD | 3.81&times;10<sup>-2</sup> | N/A 
GRB 150607A | 139.98809 | 68.43607 | 1.4 | 1 | TBD | 5.70&times;10<sup>-2</sup> | N/A 
GRB 150530A | 327.51231 | 57.51663 | 1.8 | 0 | TBD | 1.0 | N/A 
GRB 150527A | 288.95966 | 4.20196 | 1.7 | 2 | TBD | 0.57 | N/A 
GRB 150523A | 115.28612 | -45.42045 | 1.7 | 0 | TBD | 0.35 | N/A 
GRB 150518A | 234.20093 | 16.32982 | 2.6 | 0 | TBD | 3.40&times;10<sup>-2</sup> | N/A 
GRB 150514A | 74.87688 | -60.9686 | 2.4 | 0 | TBD | 2.05&times;10<sup>-2</sup> | 0.807 
GRB 150430A | 326.47986 | -27.90179 | 1.5 | 5 | TBD | 2.52&times;10<sup>-2</sup> | N/A 
GRB 150428B | 292.63943 | 4.1255 | 1.5 | 3 | TBD | 0.33 | N/A 
GRB 150428A | 188.53836 | 6.95369 | 2.2 | 0 | TBD | 1.63&times;10<sup>-2</sup> | N/A 
GRB 150424A | 152.30565 | -26.63089 | 1.4 | 3 | TBD | 6.02&times;10<sup>-2</sup> | N/A 
GRB 150423A | 221.57901 | 12.28343 | 1.8 | 0 | TBD | 1.77&times;10<sup>-2</sup> | N/A 
GRB 150403A | 311.50488 | -62.71113 | 1.4 | 5 | TBD | 5.35&times;10<sup>-2</sup> | 2.06 
GRB 150323C | 192.61684 | 50.19123 | 1.7 | 3 | TBD | 1.18&times;10<sup>-2</sup> | N/A 
GRB 150323B | 260.4545 | 38.31871 | 5.5 | 0 | TBD | 4.34&times;10<sup>-2</sup> | N/A 
GRB 150323A | 128.17804 | 45.4647 | 1.8 | 2 | TBD | 3.05&times;10<sup>-2</sup> | 0.593 
GRB 150318A | 325.0063 | -61.4567 | 2.0 | 2 | TBD | 3.31&times;10<sup>-2</sup> | N/A 
GRB 150317A | 138.98462 | 55.46566 | 2.2 | 0 | TBD | 2.96&times;10<sup>-2</sup> | N/A 
GRB 150314A | 126.6701 | 63.83428 | 1.6 | 1 | TBD | 4.54&times;10<sup>-2</sup> | 1.758 
GRB 150309A | 277.10337 | 86.42878 | 1.4 | 3 | TBD | 9.05&times;10<sup>-2</sup> | N/A 
GRB 150302A | 175.53099 | 36.81101 | 3.1 | 0 | TBD | 1.75&times;10<sup>-2</sup> | N/A 
GRB 150301B | 89.16684 | -57.96956 | 1.6 | 0 | TBD | 6.15&times;10<sup>-2</sup> | 1.5169 
GRB 150301A | 244.3047 | -48.7131 | 5.0 | 1 | TBD | 1.3 | N/A 
GRB 150222A | 198.7863 | -12.15208 | 1.6 | 0 | TBD | 3.31&times;10<sup>-2</sup> | N/A 
GRB 150219A | 271.25129 | -41.59462 | 1.9 | 0 | TBD | 0.14 | N/A 
GRB 150213B | 253.45231 | 34.18877 | 1.9 | 2 | TBD | 1.86&times;10<sup>-2</sup> | N/A 
GRB 150212A | 285.48174 | 47.36438 | 1.9 | 0 | TBD | 5.20&times;10<sup>-2</sup> | N/A 
GRB 150211A | 254.85921 | 55.3934 | 1.6 | 0 | TBD | 1.61&times;10<sup>-2</sup> | N/A 
GRB 150206A | 10.07323 | -63.18223 | 1.4 | 3 | TBD | 2.26&times;10<sup>-2</sup> | 2.087 
GRB 150204A | 160.23294 | -64.03965 | 4.5 | 0 | TBD | 0.56 | N/A 
GRB 150203A | 98.39915 | 6.95374 | 1.7 | 1 | TBD | 0.65 | N/A 
GRB 150202B | 86.95447 | 58.82964 | 3.4 | 0 | TBD | 0.25 | N/A 
GRB 150202A | 39.22726 | -33.14811 | 1.6 | 1 | TBD | 2.54&times;10<sup>-2</sup> | N/A 
GRB 150201A | 11.83267 | -37.61883 | 1.6 | 5 | TBD | 5.83&times;10<sup>-2</sup> | N/A 
GRB 150120B | 39.29069 | 8.07794 | 1.5 | 0 | TBD | 0.12 | N/A 
GRB 150120A | 10.31889 | 33.99487 | 2.0 | 0 | TBD | 7.86&times;10<sup>-2</sup> | N/A 
GRB 150110B | 289.37504 | 32.52342 | 1.4 | 0 | TBD | 0.24 | N/A 
GRB 150103A | 131.66592 | -48.88595 | 1.6 | 0 | TBD | 0.90 | N/A 
GRB 150101B | 188.02074 | -10.93353 | 2.3 | 0 | TBD | 3.48&times;10<sup>-2</sup> | N/A 
GRB 150101A | 312.6035 | 36.73306 | 3.5 | 0 | TBD | 0.46 | N/A 
GRB 141225A | 138.77821 | 33.79191 | 1.4 | 1 | TBD | 1.48&times;10<sup>-2</sup> | 0.915 
GRB 141221A | 198.28759 | 8.20508 | 1.4 | 0 | TBD | 2.27&times;10<sup>-2</sup> | N/A 
GRB 141220A | 195.0654335168 | 32.146432357 | 3.6 | 1 | TBD | 1.33&times;10<sup>-2</sup> | 1.3195 
GRB 141215A | 178.95915 | -52.82586 | 3.0 | 0 | TBD | 0.19 | N/A 
GRB 141212B | 250.87625 | 31.75049 | 3.0 | 0 | TBD | 2.20&times;10<sup>-2</sup> | N/A 
GRB 141212A | 39.12488 | 18.14719 | 3.7 | 0 | TBD | 0.10 | N/A 
GRB 141130A | 222.82202 | 47.31842 | 1.4 | 1 | TBD | 1.82&times;10<sup>-2</sup> | N/A 
GRB 141121A | 122.66948 | 22.21741 | 1.6 | 5 | TBD | 4.28&times;10<sup>-2</sup> | 1.47 
GRB 141109B | 222.3031 | 73.13082 | 1.6 | 1 | TBD | 2.46&times;10<sup>-2</sup> | N/A 
GRB 141109A | 144.53083 | -0.60795 | 1.5 | 4 | TBD | 3.32&times;10<sup>-2</sup> | 2.993 
GRB 141031B | 356.90487 | 41.35227 | 2.0 | 0 | TBD | 0.12 | N/A 
GRB 141031A | 128.60818 | -59.16827 | 1.4 | 2 | TBD | 0.22 | N/A 
GRB 141028A | 322.6019 | -0.23211 | 3.2 | 0 | TBD | 4.09&times;10<sup>-2</sup> | N/A 
GRB 141026A | 44.08454 | 26.92845 | 1.8 | 3 | TBD | 0.16 | N/A 
GRB 141022A | 241.8708459651 | -72.1252736604 | 3.7 | 0 | TBD | 0.10 | N/A 
GRB 141020A | 224.99557 | 55.31296 | 1.4 | 0 | TBD | 1.25&times;10<sup>-2</sup> | N/A 
GRB 141017A | 93.62994 | -58.58235 | 1.4 | 4 | TBD | 3.77&times;10<sup>-2</sup> | N/A 
GRB 141015A | 87.51845 | 18.32988 | 2.2 | 0 | TBD | 0.56 | N/A 
GRB 141005A | 291.09325 | 36.09503 | 1.6 | 0 | TBD | 0.16 | N/A 
GRB 141004A | 76.73378 | 12.81947 | 1.5 | 1 | TBD | 0.31 | N/A 
GRB 140930B | 6.34751 | 24.29493 | 1.5 | 0 | TBD | 3.45&times;10<sup>-2</sup> | N/A 
GRB 140928A | 43.69885 | -55.92874 | 1.6 | 0 | TBD | 1.57&times;10<sup>-2</sup> | N/A 
GRB 140927A | 291.79173 | -65.39357 | 2.2 | 0 | TBD | 7.56&times;10<sup>-2</sup> | N/A 
GRB 140919A | 221.53732 | -32.17649 | 1.4 | 1 | TBD | 7.65&times;10<sup>-2</sup> | N/A 
GRB 140916A | 40.39954 | -39.68646 | 1.4 | 2 | TBD | 1.67&times;10<sup>-2</sup> | N/A 
GRB 140909A | 193.6107 | 63.51624 | 11.2 | 0 | TBD | 1.53&times;10<sup>-2</sup> | N/A 
GRB 140907A | 48.1461 | 46.60473 | 1.4 | 2 | TBD | 0.31 | 1.21 
GRB 140903A | 238.01365 | 27.60262 | 1.5 | 1 | TBD | 3.26&times;10<sup>-2</sup> | 0.351 
GRB 140824A | 206.61712 | 33.29377 | 1.8 | 0 | TBD | 1.46&times;10<sup>-2</sup> | N/A 
GRB 140818B | 271.13537 | -1.38626 | 1.7 | 0 | TBD | 0.35 | N/A 
GRB 140818A | 199.56273 | 6.92266 | 2.5 | 0 | TBD | 2.98&times;10<sup>-2</sup> | N/A 
GRB 140817A | 127.26394 | 58.19009 | 1.4 | 2 | TBD | 8.00&times;10<sup>-2</sup> | N/A 
GRB 140815A | 86.89221 | -8.68007 | 3.8 | 0 | TBD | 0.31 | N/A 
GRB 140808A | 221.22193 | 49.21449 | 3.4 | 0 | TBD | 3.60&times;10<sup>-2</sup> | 3.29 
GRB 140801A | 44.06867 | 30.93801 | 3.2 | 0 | TBD | 0.17 | N/A 
GRB 140730A | 56.3991 | -66.54518 | 1.6 | 1 | TBD | 7.59&times;10<sup>-2</sup> | N/A 
GRB 140719A | 171.6009 | -50.13514 | 1.6 | 2 | TBD | 0.16 | N/A 
GRB 140716A | 108.17125 | -60.17542 | 3.2 | 0 | TBD | 0.13 | N/A 
GRB 140713A | 281.10586 | 59.63348 | 1.4 | 0 | TBD | 4.97&times;10<sup>-2</sup> | N/A 
GRB 140710A | 41.06789 | 35.49907 | 1.4 | 0 | TBD | 7.15&times;10<sup>-2</sup> | N/A 
GRB 140709B | 146.0552 | 63.52948 | 1.5 | 1 | TBD | 4.30&times;10<sup>-2</sup> | N/A 
GRB 140709A | 304.66228 | 51.22491 | 1.4 | 2 | TBD | 0.41 | N/A 
GRB 140706A | 49.29432 | -38.05161 | 1.6 | 3 | TBD | 2.16&times;10<sup>-2</sup> | N/A 
GRB 140703A | 12.99574 | 45.10192 | 1.4 | 4 | TBD | 0.13 | 3.14 
GRB 140629A | 248.97704 | 41.87687 | 1.4 | 2 | TBD | 9.32&times;10<sup>-3</sup> | 2.275 
GRB 140628A | 40.66636 | -0.38468 | 1.4 | 0 | TBD | 3.22&times;10<sup>-2</sup> | N/A 
GRB 140626A | 77.37879 | -82.63053 | 2.7 | 0 | TBD | 0.14 | N/A 
GRB 140623A | 225.47641 | 81.19069 | 7.5 | 0 | TBD | 3.71&times;10<sup>-2</sup> | N/A 
GRB 140622A | 317.1731 | -14.41927 | 3.2 | 0 | TBD | 5.47&times;10<sup>-2</sup> | N/A 
GRB 140620A | 281.87092 | 49.73089 | 2.3 | 0 | TBD | 5.17&times;10<sup>-2</sup> | N/A 
GRB 140619B | N/A | N/A | N/A | 0 | TBD | N/A | N/A 
GRB 140619A | 27.10882 | -39.25924 | 1.7 | 1 | TBD | 1.65&times;10<sup>-2</sup> | N/A 
GRB 140614B | 322.6312 | 14.92967 | 1.6 | 1 | TBD | 8.06&times;10<sup>-2</sup> | N/A 
GRB 140614A | 231.16915 | -79.12876 | 1.4 | 2 | TBD | 0.13 | 4.233 
GRB 140611A | 349.9175780889 | -40.1045880135 | 5.9 | 0 | TBD | 1.58&times;10<sup>-2</sup> | N/A 
GRB 140610A | 286.26897 | 3.90823 | 2.3 | 0 | TBD | 1.2 | N/A 
GRB 140606B | 328.12482 | 32.01449 | 2.9 | 0 | TBD | 0.13 | N/A 
GRB 140529A | 228.78229 | -41.05218 | 3.6 | 0 | TBD | 0.11 | N/A 
GRB 140518A | 227.25251 | 42.41821 | 1.6 | 2 | TBD | 1.56&times;10<sup>-2</sup> | 4.707 
GRB 140516A | 252.98916 | 39.96287 | 2.7 | 0 | TBD | 1.52&times;10<sup>-2</sup> | N/A 
GRB 140515A | 186.0644 | 15.10477 | 1.6 | 3 | TBD | 2.54&times;10<sup>-2</sup> | 6.32 
GRB 140512A | 289.37017 | -15.0943 | 1.4 | 4 | TBD | 0.15 | 0.725 
GRB 140509A | 46.59495 | -62.63913 | 1.4 | 2 | TBD | 2.23&times;10<sup>-2</sup> | N/A 
GRB 140508A | 255.46646 | 46.78036 | 2.0 | 0 | TBD | 2.14&times;10<sup>-2</sup> | 1.027 
GRB 140506A | 276.77529 | -55.63622 | 1.4 | 2 | TBD | 0.11 | 0.889 
GRB 140502A | 319.1881 | 48.97019 | 2.6 | 0 | TBD | 0.95 | N/A 
GRB 140430A | 102.93588 | 23.0234 | 1.6 | 3 | TBD | 0.21 | 1.6 
GRB 140428A | 194.36842 | 28.38494 | 2.1 | 0 | TBD | 8.99&times;10<sup>-3</sup> | N/A 
GRB 140423A | 197.28549 | 49.84153 | 1.4 | 1 | TBD | 1.09&times;10<sup>-2</sup> | 3.26 
GRB 140419A | 126.98921 | 46.24024 | 1.4 | 5 | TBD | 3.94&times;10<sup>-2</sup> | 3.956 
GRB 140413A | 65.45486 | -51.18295 | 1.9 | 4 | TBD | 1.39&times;10<sup>-2</sup> | N/A 
GRB 140412A | 144.97333 | -65.82177 | 2.2 | 0 | TBD | 0.26 | N/A 
GRB 140408A | 290.71602 | -12.59505 | 2.1 | 0 | TBD | 0.18 | N/A 
GRB 140331A | 134.86454 | 2.71706 | 1.6 | 2 | TBD | 4.35&times;10<sup>-2</sup> | N/A 
GRB 140323A | 356.95927 | -79.9046 | 1.5 | 5 | TBD | 7.93&times;10<sup>-2</sup> | N/A 
GRB 140320C | 134.39462 | 71.19846 | 4.2 | 0 | TBD | 3.62&times;10<sup>-2</sup> | N/A 
GRB 140320B | 145.5610489805 | 60.2689847109 | 3.7 | 0 | TBD | 2.45&times;10<sup>-2</sup> | N/A 
GRB 140320A | 281.85664 | -11.19452 | 3.6 | 0 | TBD | 0.38 | N/A 
GRB 140318A | 184.08933 | 20.20903 | 2.0 | 2 | TBD | 2.65&times;10<sup>-2</sup> | N/A 
GRB 140311B | 252.32512 | 52.72421 | 1.7 | 0 | TBD | 3.56&times;10<sup>-2</sup> | N/A 
GRB 140311A | 209.30524 | 0.64193 | 1.7 | 0 | TBD | 2.81&times;10<sup>-2</sup> | 4.95 
GRB 140304A | 30.64277 | 33.47378 | 1.7 | 3 | TBD | 7.68&times;10<sup>-2</sup> | 5.28 
GRB 140302A | 253.86008 | -12.87828 | 2.6 | 1 | TBD | 0.28 | N/A 
GRB 140301A | 69.55779 | -34.25653 | 1.9 | 2 | TBD | 2.40&times;10<sup>-2</sup> | 1.416 
GRB 140226A | 221.492165118 | 14.9938419812 | 4.0 | 0 | TBD | 1.56&times;10<sup>-2</sup> | 1.98 
GRB 140215A | 104.14911 | 41.78633 | 1.5 | 0 | TBD | 0.13 | N/A 
GRB 140213A | 105.15503 | -73.13708 | 1.4 | 1 | TBD | 0.17 | 1.2076 
GRB 140211A | 124.222952919 | 20.2434430249 | 5.4 | 0 | TBD | 4.53&times;10<sup>-2</sup> | N/A 
GRB 140209A | 81.32898 | 32.49831 | 3.6 | 0 | TBD | 0.64 | N/A 
GRB 140206A | 145.33454 | 66.76068 | 1.4 | 4 | TBD | 6.99&times;10<sup>-2</sup> | 2.73 
GRB 140129B | 326.75675 | 26.2064 | 1.8 | 0 | TBD | 7.29&times;10<sup>-2</sup> | N/A 
GRB 140129A | 37.89097 | -1.59535 | 1.4 | 0 | TBD | 2.82&times;10<sup>-2</sup> | N/A 
GRB 140114A | 188.52113 | 27.95056 | 1.5 | 3 | TBD | 1.63&times;10<sup>-2</sup> | N/A 
GRB 140108A | 325.11199 | 58.74449 | 1.4 | 2 | TBD | 0.85 | N/A 
GRB 140104B | 218.7542631428 | -9.0281910318 | 4.4 | 0 | TBD | 7.14&times;10<sup>-2</sup> | N/A 
GRB 140103A | 232.08681 | 37.75755 | 2.1 | 1 | TBD | 1.35&times;10<sup>-2</sup> | N/A 
GRB 140102A | 211.91913 | 1.33335 | 1.5 | 2 | TBD | 3.04&times;10<sup>-2</sup> | N/A 
GRB 131231A | 10.5902 | -1.65337 | 2.1 | 0 | TBD | 2.80&times;10<sup>-2</sup> | 0.642 
GRB 131229A | 85.23173 | -4.39633 | 1.4 | 1 | TBD | 0.32 | N/A 
GRB 131227A | 67.37817 | 28.88315 | 1.4 | 1 | TBD | 0.30 | N/A 
GRB 131205A | 131.62783 | -60.15598 | 2.1 | 0 | TBD | 0.24 | N/A 
GRB 131202A | 344.05406 | -21.66232 | 1.8 | 0 | TBD | 2.53&times;10<sup>-2</sup> | N/A 
GRB 131128A | 355.3075 | 31.30637 | 1.6 | 2 | TBD | 6.67&times;10<sup>-2</sup> | N/A 
GRB 131127A | 332.72975 | 36.60961 | 1.5 | 2 | TBD | 0.17 | N/A 
GRB 131122A | 152.54129 | 57.728 | 3.3 | 0 | TBD | 9.79&times;10<sup>-3</sup> | N/A 
GRB 131117A | 332.33099 | -31.76227 | 1.6 | 0 | TBD | 1.50&times;10<sup>-2</sup> | 4.042 
GRB 131108A | 156.50171 | 9.66247 | 1.8 | 0 | TBD | 3.60&times;10<sup>-2</sup> | 2.4 
GRB 131105A | 70.96729 | -62.99536 | 1.5 | 4 | TBD | 3.25&times;10<sup>-2</sup> | 1.686 
GRB 131103A | 348.91848 | -44.64026 | 1.4 | 3 | TBD | 1.14&times;10<sup>-2</sup> | 0.599 
GRB 131031A | 29.6106 | -1.5795 | 5.0 | 0 | TBD | 2.60&times;10<sup>-2</sup> | N/A 
GRB 131030A | 345.0674 | -5.36836 | 1.5 | 3 | TBD | 5.62&times;10<sup>-2</sup> | 1.293 
GRB 131024B | 144.50275 | 44.27133 | 3.1 | 1 | TBD | 1.33&times;10<sup>-2</sup> | N/A 
GRB 131024A | 290.48151 | -64.60267 | 1.5 | 2 | TBD | 5.26&times;10<sup>-2</sup> | N/A 
GRB 131018B | 304.53533 | 23.18669 | 5.4 | 0 | TBD | 0.37 | N/A 
GRB 131018A | 98.47131 | -19.89652 | 1.5 | 4 | TBD | 0.32 | N/A 
GRB 131014A | 100.30226 | -19.09772 | 2.8 | 0 | TBD | 0.34 | N/A 
GRB 131011A | 32.52627 | -4.41126 | 4.5 | 0 | TBD | 1.98&times;10<sup>-2</sup> | N/A 
GRB 131004A | 296.11291 | -2.95846 | 1.4 | 0 | TBD | 0.13 | 0.717 
GRB 131002B | 75.12351 | -75.70293 | 2.5 | 1 | TBD | 0.13 | N/A 
GRB 131002A | 253.21862 | 82.05442 | 1.5 | 1 | TBD | 7.40&times;10<sup>-2</sup> | N/A 
GRB 130929A | 135.02406 | -47.56103 | 2.0 | 0 | TBD | 0.85 | N/A 
GRB 130925A | 41.17885 | -26.15282 | 1.4 | 5 | TBD | 1.75&times;10<sup>-2</sup> | 0.347 
GRB 130912A | 47.59227 | 13.99674 | 1.6 | 1 | TBD | 0.22 | N/A 
GRB 130907A | 215.89203 | 45.60742 | 1.4 | 4 | TBD | 1.03&times;10<sup>-2</sup> | 1.238 
GRB 130903A | 82.13029 | -0.12711 | 3.4 | 0 | TBD | 0.20 | N/A 
GRB 130831B | 192.42086 | -29.18296 | 1.4 | 1 | TBD | 7.84&times;10<sup>-2</sup> | N/A 
GRB 130831A | 358.62467 | 29.4298 | 1.5 | 5 | TBD | 5.74&times;10<sup>-2</sup> | 0.4791 
GRB 130822A | 27.92196 | -3.20879 | 3.6 | 0 | TBD | 3.00&times;10<sup>-2</sup> | N/A 
GRB 130816B | 170.01743 | -57.55691 | 2.0 | 0 | TBD | 0.55 | N/A 
GRB 130816A | 197.14044 | -58.94484 | 1.7 | 0 | TBD | 0.53 | N/A 
GRB 130812A | 92.39584 | -13.28829 | 1.6 | 0 | TBD | N/A | N/A 
GRB 130807A | 269.79955 | -27.61686 | 2.3 | 2 | TBD | 0.71 | N/A 
GRB 130806A | 35.92854 | 67.53209 | 2.2 | 0 | TBD | 0.54 | N/A 
GRB 130803A | 220.25267 | -2.49202 | 1.5 | 0 | TBD | 5.12&times;10<sup>-2</sup> | N/A 
GRB 130727A | 330.79821 | -65.53856 | 1.5 | 0 | TBD | 3.08&times;10<sup>-2</sup> | N/A 
GRB 130725B | 214.24059 | -11.12848 | 1.5 | 3 | TBD | 6.36&times;10<sup>-2</sup> | N/A 
GRB 130725A | 230.03239 | 0.62758 | 2.2 | 0 | TBD | 5.13&times;10<sup>-2</sup> | N/A 
GRB 130722A | 260.65198 | -2.97293 | 1.4 | 4 | TBD | 0.25 | N/A 
GRB 130716A | 179.57371 | 63.05322 | 2.7 | 0 | TBD | 1.63&times;10<sup>-2</sup> | N/A 
GRB 130702A | 217.31154 | 15.77406 | 1.6 | 1 | TBD | 1.83&times;10<sup>-2</sup> | 0.145 
GRB 130701A | 357.22936 | 36.10034 | 1.7 | 2 | TBD | 9.20&times;10<sup>-2</sup> | 1.155 
GRB 130627B | 181.911151652 | -55.7005237222 | 4.9 | 0 | TBD | 0.32 | N/A 
GRB 130627A | 184.41527 | -37.08679 | 1.6 | 0 | TBD | 0.11 | N/A 
GRB 130625A | 343.278 | 82.1743 | 2.4 | 0 | TBD | 0.18 | N/A 
