Burst Name,Workflow,BurstID,Simple,Extended,Other,Too Noisy,Verify,Follow
GRB151229A,25637,95374178,7,0,0,0,,"[6, 0, 1, 0, 0, 0]"
GRB160104A,25637,95374180,0,3,9,0,,"[4, 8, 3, 0, 1, 1]"
GRB160117A,25637,95374182,2,3,8,0,,"[9, 1, 4, 0, 2, 2]"
GRB160117B,25637,95374184,10,4,0,1,,"[7, 5, 2, 0, 1, 2]"
GRB160119A,25637,95374186,8,0,4,0,,"[12, 1, 1, 0, 0, 0]"
GRB160121A,25637,95374187,8,3,0,2,,"[5, 6, 1, 0, 0, 2]"
GRB160123A,25637,95374188,15,0,0,0,Simple,"[14, 0, 1, 0, 0, 0]"
GRB160127A,25637,95374190,4,0,4,1,,"[4, 1, 3, 0, 1, 2]"
GRB160131A,25637,95374191,7,10,0,0,,"[6, 11, 1, 0, 0, 1]"
GRB160203A,25637,95374192,3,5,4,3,,"[4, 3, 4, 0, 1, 4]"
GRB160216A,25637,95374193,2,2,5,0,,"[6, 3, 5, 0, 0, 0]"
GRB160220A,25637,95374195,4,3,3,1,,"[5, 3, 4, 0, 0, 1]"
GRB160220B,25637,95374198,10,2,0,0,,"[10, 3, 1, 0, 0, 0]"
GRB160223A,25637,95374200,0,0,8,0,,"[6, 3, 5, 0, 0, 0]"
GRB160225A,25637,95374201,0,1,4,7,,"[1, 1, 5, 0, 1, 8]"
GRB160227A,25637,95374202,0,3,8,3,,"[0, 7, 6, 0, 0, 3]"
GRB160228A,25637,95374203,0,7,3,0,,"[2, 6, 6, 0, 1, 1]"
GRB160303A,25637,95374204,11,4,0,0,,"[12, 3, 1, 0, 0, 0]"
GRB160313A,25637,95374205,0,1,4,8,,"[1, 1, 3, 0, 0, 9]"
GRB160314A,25637,95374206,6,1,1,1,,"[3, 5, 2, 0, 0, 1]"
GRB160321A,25637,95374208,3,3,2,4,,"[5, 0, 4, 0, 1, 5]"
GRB160325A,25637,95374211,0,3,6,1,,"[8, 1, 5, 0, 0, 1]"
GRB160327A,25637,95374214,4,4,0,0,,"[2, 6, 1, 0, 0, 1]"
GRB160408A,25637,95374215,13,1,0,0,Simple,"[11, 1, 2, 0, 3, 3]"
GRB160409A,25637,95374216,3,0,4,4,,"[2, 0, 0, 0, 5, 9]"
GRB160410A,25637,95374217,10,5,0,1,,"[11, 1, 3, 0, 1, 2]"
GRB160411A,25637,95374218,10,0,1,2,,"[8, 0, 2, 0, 2, 4]"
GRB160412A,25637,95374219,11,4,6,0,,"[11, 7, 9, 0, 0, 0]"
GRB160417A,25637,95374221,2,3,4,5,,"[5, 2, 4, 0, 0, 6]"
GRB160419A,25637,95374222,9,0,0,0,,"[9, 0, 0, 0, 0, 0]"
GRB160424A,25637,95374225,9,4,0,0,,"[3, 10, 1, 0, 0, 0]"
GRB160425A,25637,95374227,1,5,4,0,,"[6, 8, 1, 0, 0, 0]"
GRB160504A,25637,95374228,2,0,4,4,,"[0, 3, 3, 0, 0, 4]"
GRB160506A,25637,95374229,1,3,1,7,,"[1, 2, 0, 0, 0, 9]"
GRB160519A,25637,95374231,0,9,3,2,,"[5, 4, 4, 0, 0, 3]"
GRB160525B,25637,95374232,14,0,1,1,,"[11, 2, 0, 0, 2, 3]"
GRB160601A,25637,95374234,7,0,3,1,,"[7, 1, 0, 0, 2, 3]"
GRB160607A,25637,95374235,1,0,8,0,,"[4, 2, 5, 0, 0, 0]"
GRB160611A,25637,95374236,4,2,5,0,,"[7, 3, 6, 0, 0, 0]"
GRB160624A,25637,95374238,7,0,2,3,,"[8, 0, 0, 0, 0, 3]"
GRB160625A,25637,95374241,0,4,10,0,,"[9, 1, 10, 0, 0, 0]"
GRB160630A,25637,95374242,1,9,1,0,,"[1, 7, 2, 0, 0, 0]"
GRB160703A,25637,95374243,1,2,4,2,,"[4, 3, 6, 0, 0, 2]"
GRB160705B,25637,95374244,0,2,3,6,,"[0, 3, 2, 0, 1, 7]"
GRB160712A,25637,95374245,2,14,1,0,,"[2, 11, 5, 0, 0, 0]"
GRB160714A,25637,95374247,7,0,1,0,,"[6, 0, 1, 0, 1, 1]"
GRB160716A,25637,95374248,2,1,7,0,,"[7, 1, 3, 0, 1, 1]"
GRB160726A,25637,95374249,13,0,0,0,Simple,"[11, 1, 0, 0, 1, 1]"
GRB160801A,25637,95374252,12,0,1,0,Simple,"[12, 1, 1, 0, 2, 2]"
GRB160804A,25637,95374254,6,4,2,0,,"[7, 4, 1, 0, 0, 1]"
GRB160815A,25637,95374256,11,2,3,1,,"[12, 2, 3, 0, 1, 2]"
GRB160821A,25637,95374257,1,2,11,1,,"[5, 10, 9, 0, 0, 2]"
GRB160821B,25637,95374258,16,0,0,1,Simple,"[13, 2, 1, 0, 1, 2]"
GRB160824A,25637,95374259,0,8,6,1,,"[4, 6, 11, 0, 0, 1]"
GRB160826A,25637,95374260,2,6,2,5,,"[1, 3, 7, 0, 1, 7]"
GRB160827A,25637,95374262,5,3,5,4,,"[8, 2, 4, 0, 0, 5]"
GRB160905A,25637,95374263,1,3,4,0,,"[3, 3, 4, 0, 0, 0]"
GRB160912A,25637,95374265,1,3,5,0,,"[3, 7, 1, 0, 0, 0]"
GRB160917A,25637,95374266,8,5,1,0,,"[2, 10, 2, 0, 0, 0]"
GRB160927A,25637,95374268,10,0,0,1,,"[9, 0, 0, 0, 1, 2]"
GRB161001A,25637,95374270,11,0,0,0,Simple,"[11, 0, 0, 0, 0, 0]"
GRB161004A,25637,95374271,13,0,0,0,Simple,"[6, 4, 0, 0, 3, 3]"
GRB161004B,25637,95374273,9,7,1,0,,"[5, 10, 3, 0, 0, 0]"
GRB161007A,25637,95374275,4,4,2,4,,"[0, 8, 1, 0, 0, 5]"
GRB161011A,25637,95374276,10,1,0,3,,"[5, 2, 2, 0, 2, 5]"
GRB161014A,25637,95374278,1,3,4,2,,"[3, 4, 5, 0, 0, 2]"
GRB161017A,25637,95374280,1,9,4,0,,"[6, 1, 8, 0, 2, 2]"
GRB161022A,25637,95374281,7,3,3,3,,"[6, 3, 6, 0, 0, 3]"
GRB161104A,25637,95374283,3,0,8,2,,"[2, 0, 1, 0, 6, 9]"
GRB161105A,25637,95374284,0,2,9,0,,"[2, 7, 6, 0, 0, 0]"
GRB161108A,25637,95374285,1,2,4,1,,"[3, 4, 2, 0, 0, 1]"
GRB161113A,25637,95374286,0,5,6,0,,"[3, 6, 7, 0, 0, 0]"
GRB161117A,25637,95374288,0,3,14,0,,"[9, 8, 9, 0, 1, 1]"
GRB161117B,25637,95374290,0,2,7,0,,"[5, 2, 8, 0, 0, 0]"
GRB161129A,25637,95374293,2,4,4,0,,"[4, 4, 7, 0, 0, 0]"
GRB161202A,25637,95374294,0,5,9,1,,"[9, 3, 9, 0, 1, 2]"
GRB161214B,25637,95374295,4,8,0,0,,"[1, 10, 2, 0, 0, 0]"
GRB161217A,25637,95374297,4,2,4,1,,"[6, 0, 2, 0, 2, 3]"
GRB161218A,25637,95374298,11,4,3,0,,"[3, 14, 3, 0, 1, 1]"
GRB161219B,25637,95374299,12,0,0,0,Simple,"[7, 6, 0, 0, 1, 1]"
GRB161220A,25637,95374301,6,3,4,0,,"[7, 1, 5, 0, 2, 2]"
GRB161224A,25637,95374302,1,3,3,5,,"[2, 4, 4, 0, 0, 5]"
GRB170101A,25637,95374303,11,2,0,0,,"[8, 5, 0, 0, 0, 0]"
GRB170111A,25637,95374306,1,1,7,3,,"[3, 0, 6, 0, 2, 5]"
GRB170112A,25637,95374307,2,0,2,5,,"[2, 0, 0, 0, 2, 7]"
GRB170113A,25637,95374308,0,4,3,0,,"[2, 4, 4, 0, 0, 0]"
GRB170115A,25637,95374309,0,7,0,3,,"[1, 6, 2, 0, 0, 4]"
GRB170126A,25637,95374312,7,1,0,0,,"[2, 5, 1, 0, 0, 0]"
GRB170127A,25637,95374313,1,1,4,10,,"[5, 0, 5, 0, 1, 11]"
GRB170127B,25637,95374315,13,0,0,0,Simple,"[13, 0, 0, 0, 0, 0]"
GRB170202A,25637,95374316,0,3,6,0,,"[2, 4, 5, 0, 0, 0]"
GRB170203A,25637,95374317,1,4,2,2,,"[0, 4, 5, 0, 1, 3]"
GRB170205A,25637,95374320,0,2,7,0,,"[4, 5, 7, 0, 0, 0]"
GRB170206B,25637,95374321,0,6,1,4,,"[0, 5, 4, 0, 0, 5]"
GRB170208A,25637,95374322,3,8,1,0,,"[2, 5, 5, 0, 1, 1]"
GRB170208B,25637,95374323,9,6,3,0,,"[15, 1, 4, 0, 1, 1]"
GRB170306A,25637,95374325,0,0,2,4,,"[1, 0, 1, 0, 1, 5]"
GRB170307A,25637,95374326,3,2,2,7,,"[4, 1, 3, 0, 0, 7]"
GRB170311A,25637,95374329,2,3,6,2,,"[5, 1, 6, 0, 1, 3]"
GRB170317A,25637,95374330,8,4,0,0,,"[3, 8, 1, 0, 0, 0]"
GRB170318A,25637,95374331,7,5,0,1,,"[2, 11, 1, 0, 0, 1]"
GRB170318B,25637,95374333,13,0,0,1,Simple,"[12, 1, 0, 0, 0, 1]"
GRB170330A,25637,95374335,0,7,8,0,,"[11, 7, 5, 0, 0, 0]"
GRB170331A,25637,95374336,1,5,2,4,,"[4, 2, 5, 0, 0, 5]"
GRB170405A,25637,95374339,0,7,1,2,,"[3, 2, 6, 0, 0, 2]"
GRB170419A,25637,95374340,7,1,0,0,,"[1, 6, 0, 0, 1, 1]"
GRB170419B,25637,95374341,3,6,0,0,,"[4, 5, 3, 0, 0, 0]"
GRB170428A,25637,95374342,14,0,1,0,Simple,"[15, 1, 0, 0, 0, 0]"
GRB170516A,25637,95374344,1,3,7,0,,"[2, 4, 8, 0, 0, 0]"
GRB170519A,25637,95374346,6,4,0,3,,"[6, 1, 2, 0, 1, 4]"
GRB170524A,25637,95374347,9,1,2,0,,"[9, 1, 0, 0, 2, 2]"
GRB170526A,25637,95374348,2,1,3,2,,"[2, 3, 0, 0, 2, 4]"
GRB170531A,25637,95374350,0,1,0,4,,"[0, 1, 0, 0, 0, 4]"
GRB170531B,25637,95374352,0,2,9,0,,"[4, 6, 9, 0, 0, 0]"
GRB170604A,25637,95374354,1,1,4,2,,"[2, 0, 4, 0, 0, 2]"
GRB170607A,25637,95374355,4,4,9,0,,"[12, 7, 4, 0, 0, 0]"
GRB170626A,25637,95374356,7,4,1,0,,"[2, 6, 4, 0, 0, 0]"
GRB170629A,25637,95374357,6,6,2,0,,"[2, 9, 3, 0, 1, 1]"
GRB170705A,25637,95374359,6,6,3,1,,"[9, 6, 4, 0, 0, 1]"
GRB170710A,25637,95374360,2,8,5,2,,"[0, 9, 6, 0, 2, 4]"
GRB170711A,25637,95374361,8,2,1,0,,"[5, 6, 1, 0, 0, 0]"
GRB170714A,25637,95374362,0,1,2,9,,"[0, 0, 2, 0, 0, 10]"
GRB170724A,25637,95374366,0,2,3,6,,"[0, 1, 3, 0, 1, 7]"
GRB170728A,25637,95374368,10,1,0,1,,"[10, 0, 1, 0, 0, 1]"
GRB170728B,25637,95374369,1,5,3,0,,"[4, 1, 3, 0, 1, 2]"
GRB170803A,25637,95374370,4,1,1,0,,"[2, 3, 1, 0, 0, 0]"
GRB170804A,25637,95374371,1,8,8,0,,"[1, 13, 8, 0, 0, 0]"
GRB170807A,25637,95374373,0,8,4,0,,"[1, 10, 2, 0, 0, 0]"
GRB170810A,25637,95374374,0,6,2,5,,"[2, 3, 7, 0, 0, 5]"
GRB170813A,25637,95374375,1,10,0,0,,"[1, 7, 4, 0, 0, 0]"
GRB170822A,25637,95374376,0,3,11,2,,"[9, 2, 8, 0, 0, 2]"
GRB170823A,25637,95374378,0,2,8,0,,"[3, 3, 8, 0, 0, 0]"
GRB170827A,25637,95374381,1,2,1,9,,"[1, 1, 1, 0, 0, 9]"
GRB170903A,25637,95374382,3,3,5,0,,"[8, 4, 1, 0, 0, 0]"
GRB170906A,25637,95374383,0,4,13,1,,"[8, 10, 7, 0, 0, 1]"
GRB170906B,25637,95374384,0,0,8,5,,"[0, 0, 0, 0, 7, 13]"
GRB170906C,25637,95374387,9,3,4,0,,"[12, 1, 8, 0, 0, 0]"
GRB170912A,25637,95374388,4,4,1,0,,"[0, 7, 2, 0, 0, 0]"
GRB170912B,25637,95374389,0,6,1,0,,"[0, 3, 4, 0, 0, 0]"
GRB170921A,25637,95374390,12,0,5,0,,"[17, 1, 2, 0, 0, 0]"
GRB171001A,25637,95374391,0,3,9,1,,"[9, 2, 6, 0, 1, 2]"
GRB171004A,25637,95374395,4,4,2,2,,"[3, 5, 4, 0, 0, 2]"
GRB171007A,25637,95374396,5,2,2,2,,"[5, 2, 1, 0, 0, 4]"
GRB171011A,25637,95374397,15,0,0,0,Simple,"[13, 2, 0, 0, 0, 0]"
GRB171020A,25637,95374398,2,7,2,5,,"[1, 6, 6, 0, 0, 5]"
GRB171027A,25637,95374400,4,4,5,0,,"[5, 4, 9, 0, 0, 0]"
GRB171102B,25637,95374401,1,1,4,2,,"[3, 0, 4, 0, 1, 3]"
GRB171103A,25637,95374403,17,1,1,0,,"[16, 3, 1, 0, 0, 0]"
GRB171115A,25637,95374404,0,5,2,3,,"[0, 2, 5, 0, 1, 4]"
GRB171120A,25637,95374406,0,1,11,0,Other,"[7, 7, 3, 0, 0, 0]"
GRB171123A,25637,95374409,4,6,2,0,,"[1, 10, 0, 0, 0, 1]"
GRB171205A,25637,95374410,1,6,1,7,,"[0, 2, 3, 0, 0, 9]"
GRB171209A,25637,95374411,1,6,12,1,,"[3, 14, 13, 0, 0, 1]"
GRB171211A,25637,95374412,14,0,0,0,Simple,"[11, 3, 1, 0, 0, 1]"
GRB171212A,25637,95374414,2,2,5,3,,"[3, 2, 5, 0, 1, 5]"
GRB171216A,25637,95374415,4,6,4,0,,"[4, 6, 5, 0, 1, 1]"
GRB171222A,25637,95374416,1,0,3,5,,"[1, 2, 2, 0, 0, 5]"
GRB180102A,25637,95374418,8,3,3,2,,"[12, 1, 3, 0, 0, 2]"
GRB180111A,25637,95374420,2,6,4,1,,"[1, 5, 8, 0, 0, 1]"
GRB180113A,25637,95374423,5,7,1,0,,"[9, 1, 5, 0, 0, 0]"
GRB180115A,25637,95374424,0,1,9,2,,"[8, 3, 6, 0, 1, 3]"
GRB180204A,25637,95374425,10,0,0,0,,"[8, 1, 1, 0, 0, 0]"
GRB180205A,25637,95374426,1,1,9,0,,"[7, 7, 3, 0, 0, 0]"
GRB180221A,25637,95374427,2,3,2,3,,"[3, 3, 4, 0, 1, 5]"
GRB180222A,25637,95374429,2,11,1,0,,"[1, 11, 4, 0, 0, 1]"
GRB180224A,25637,95374430,12,5,0,0,,"[3, 13, 2, 0, 0, 0]"
GRB180311A,25637,95374431,3,4,2,3,,"[2, 5, 4, 0, 0, 3]"
GRB180314A,25637,95374433,6,2,2,1,,"[8, 2, 2, 0, 0, 1]"
GRB180314B,25637,95374436,1,6,5,2,,"[2, 5, 6, 0, 0, 3]"
GRB180316A,25637,95374437,7,1,2,0,,"[7, 1, 3, 0, 0, 0]"
GRB180324A,25637,95374438,4,1,9,0,,"[8, 3, 3, 0, 1, 1]"
GRB180325A,25637,95374440,3,1,3,0,,"[4, 3, 0, 0, 0, 0]"
GRB180329A,25637,95374442,0,9,2,3,,"[1, 8, 4, 0, 0, 3]"
GRB180329B,25637,95374443,0,4,3,2,,"[1, 4, 4, 0, 1, 3]"
GRB180331A,25637,95374444,1,4,4,6,,"[3, 6, 5, 0, 1, 7]"
GRB180331B,25637,95374446,0,6,6,0,,"[6, 1, 2, 0, 1, 1]"
GRB180402A,25637,95374447,14,1,1,0,,"[11, 4, 0, 0, 1, 1]"
GRB180404A,25637,95374450,9,0,0,0,,"[8, 1, 1, 0, 0, 0]"
GRB180404B,25637,95374451,0,7,0,0,,"[0, 7, 1, 0, 0, 0]"
GRB180407A,25637,95374452,1,4,3,2,,"[3, 5, 4, 0, 0, 2]"
GRB180410A,25637,95374453,0,6,1,5,,"[0, 6, 1, 0, 0, 5]"
GRB180411A,25637,95374455,1,1,8,1,,"[1, 4, 6, 0, 2, 3]"
GRB180418A,25637,95374456,7,3,0,0,,"[5, 4, 0, 0, 1, 1]"
GRB180425A,25637,95374458,4,4,2,0,,"[4, 4, 2, 0, 0, 0]"
GRB180504A,25637,95374460,3,2,2,1,,"[4, 1, 1, 0, 2, 3]"
GRB180510A,25637,95374461,5,7,2,0,,"[5, 4, 8, 0, 0, 0]"
GRB180510B,25637,95374463,3,7,1,0,,"[5, 4, 1, 0, 1, 1]"
GRB180512A,25637,95374465,3,0,2,8,,"[3, 0, 1, 0, 0, 8]"
GRB180514A,25637,95374466,3,4,9,1,,"[1, 9, 9, 0, 0, 1]"
GRB180602A,25637,95374467,7,5,2,0,,"[10, 3, 4, 0, 0, 0]"
GRB180613A,25637,95374468,0,3,3,8,,"[3, 1, 3, 0, 2, 11]"
GRB180614A,25637,95374470,11,0,2,0,,"[8, 0, 2, 0, 3, 3]"
GRB180618A,25637,95374471,6,9,0,1,,"[3, 10, 2, 0, 2, 3]"
GRB180620A,25637,95374473,1,2,4,0,,"[4, 1, 3, 0, 0, 0]"
GRB180620B,25637,95374474,1,1,7,0,,"[6, 3, 6, 0, 0, 0]"
GRB180623A,25637,95374477,0,3,5,0,,"[4, 3, 5, 0, 0, 0]"
GRB180624A,25637,95374478,0,6,4,1,,"[4, 4, 6, 0, 0, 1]"
GRB180626A,25637,95374480,1,1,6,1,,"[2, 4, 6, 0, 0, 1]"
GRB180630A,25637,95374481,6,4,0,0,,"[9, 0, 2, 0, 0, 0]"
GRB180704A,25637,95374482,1,0,7,1,,"[6, 1, 5, 0, 0, 1]"
GRB180705A,25637,95374484,1,1,3,8,,"[2, 2, 2, 0, 1, 10]"
GRB180706A,25637,95374486,0,2,7,0,,"[7, 3, 1, 0, 0, 0]"
GRB180709A,25637,95374487,4,3,0,2,,"[4, 3, 2, 0, 0, 2]"
GRB180715A,25637,95374488,11,1,0,0,Simple,"[11, 0, 1, 0, 0, 0]"
GRB180720B,25637,95374491,5,3,3,0,,"[5, 7, 4, 0, 0, 0]"
GRB180720C,25637,95374492,10,1,1,0,,"[12, 0, 1, 0, 0, 0]"
GRB180721A,25637,95374493,4,3,3,0,,"[3, 6, 1, 0, 1, 1]"
GRB180727A,25637,95374494,11,0,0,0,Simple,"[6, 4, 1, 0, 0, 1]"
GRB180728A,25637,95374495,9,4,4,0,,"[4, 12, 2, 0, 1, 1]"
GRB180805A,25637,95374496,8,1,0,0,,"[5, 4, 0, 0, 0, 0]"
GRB180805B,25637,95374500,3,5,0,4,,"[4, 3, 1, 0, 0, 5]"
GRB180809B,25637,95374501,1,4,7,1,,"[8, 3, 5, 0, 0, 1]"
GRB180812A,25637,95374502,0,1,4,3,,"[2, 2, 1, 0, 0, 3]"
GRB180818A,25637,95374503,8,3,1,0,,"[8, 3, 4, 0, 0, 0]"
GRB180818B,25637,95374506,1,3,5,1,,"[4, 4, 3, 0, 0, 1]"
GRB180821A,25637,95374507,1,1,3,5,,"[4, 0, 3, 0, 0, 5]"
GRB180823A,25637,95374508,5,4,3,1,,"[8, 3, 5, 0, 0, 1]"
GRB180828A,25637,95374509,11,1,2,0,,"[8, 3, 3, 0, 1, 1]"
GRB180904A,25637,95374510,6,0,1,2,,"[4, 0, 0, 0, 3, 5]"
GRB180905A,25637,95374513,1,2,2,4,,"[1, 1, 3, 0, 1, 5]"
GRB180924A,25637,95374514,1,2,6,3,,"[7, 0, 5, 0, 0, 3]"
GRB180925A,25637,95374515,2,8,1,0,,"[2, 5, 6, 0, 0, 0]"
GRB180930A,25637,95374516,6,2,6,0,,"[9, 0, 7, 0, 0, 0]"
GRB181002A,25637,95374518,3,0,3,6,,"[1, 0, 3, 0, 1, 9]"
GRB181003A,25637,95374521,3,1,2,4,,"[4, 2, 0, 0, 1, 5]"
GRB181010A,25637,95374522,0,3,7,1,,"[5, 1, 6, 0, 1, 2]"
GRB181013A,25637,95374523,0,1,2,10,,"[0, 1, 1, 0, 2, 12]"
GRB181016A,25637,95374524,0,3,2,8,,"[0, 2, 4, 0, 1, 9]"
GRB181020A,25637,95374526,4,4,1,2,,"[5, 4, 2, 0, 0, 2]"
GRB181022A,25637,95374528,6,1,3,1,,"[6, 1, 3, 0, 0, 1]"
GRB181023A,25637,95374529,0,0,3,7,,"[1, 0, 0, 0, 1, 9]"
GRB181027A,25637,95374530,4,0,5,0,,"[6, 0, 4, 0, 1, 1]"
GRB181030A,25637,95374531,4,5,0,1,,"[1, 6, 3, 0, 1, 2]"
GRB181103A,25637,95374533,6,2,1,0,,"[4, 5, 1, 0, 1, 1]"
GRB181110A,25637,95374536,4,2,4,0,,"[7, 2, 4, 0, 0, 0]"
GRB181123B,25637,95374537,12,0,0,0,Simple,"[10, 2, 0, 0, 0, 0]"
GRB181125A,25637,95374538,4,5,3,0,,"[3, 9, 1, 0, 0, 0]"
GRB181126A,25637,95374539,13,0,2,0,,"[15, 0, 1, 0, 0, 0]"
GRB181202A,25637,95374542,0,1,9,1,,"[8, 0, 3, 0, 0, 1]"
GRB181203A,25637,95374543,4,6,1,0,,"[0, 10, 3, 0, 0, 0]"
GRB181213A,25637,95374544,1,1,9,0,,"[6, 8, 4, 0, 1, 1]"
GRB181224A,25637,95374546,8,3,2,0,,"[9, 2, 1, 0, 1, 1]"
GRB181228A,25637,95374548,8,7,0,0,,"[10, 3, 1, 0, 1, 1]"
GRB190103B,25637,95374549,3,3,10,0,,"[4, 7, 9, 0, 1, 1]"
GRB190106A,25637,95374551,0,2,8,0,,"[5, 2, 6, 0, 1, 1]"
GRB190109A,25637,95374552,4,13,1,1,,"[4, 13, 5, 0, 0, 1]"
GRB190109B,25637,95374555,9,0,1,0,,"[9, 0, 0, 0, 1, 1]"
GRB190110A,25637,95374556,5,0,2,1,,"[5, 0, 1, 0, 1, 2]"
GRB190114A,25637,95374557,0,1,7,5,,"[2, 2, 5, 0, 0, 7]"
GRB190114B,25637,95374558,0,3,8,4,,"[5, 2, 5, 0, 3, 7]"
GRB190114C,25637,95374561,9,6,0,0,,"[7, 7, 1, 0, 1, 1]"
GRB190123A,25637,95374562,0,4,2,6,,"[0, 4, 2, 0, 1, 7]"
GRB190202A,25637,95374563,2,5,2,0,,"[0, 7, 2, 0, 1, 1]"
GRB190203A,25637,95374564,4,6,1,0,,"[4, 1, 5, 0, 1, 1]"
GRB190204A,25637,95374565,14,2,0,0,,"[11, 2, 4, 0, 1, 1]"
GRB190211A,25637,95374568,1,1,6,1,,"[5, 1, 3, 0, 1, 3]"
GRB190219A,25637,95374569,0,2,7,2,,"[8, 0, 4, 0, 0, 2]"
GRB190220A,25637,95374570,6,3,0,0,,"[3, 5, 0, 0, 1, 1]"
GRB190311A,25637,95374571,9,10,3,1,,"[9, 12, 9, 0, 0, 1]"
GRB190320A,25637,95374574,1,2,2,11,,"[2, 1, 4, 0, 1, 12]"
GRB190324A,25637,95374576,3,3,4,0,,"[4, 6, 2, 0, 0, 0]"
GRB190326A,25637,95374577,8,0,3,0,,"[8, 0, 0, 0, 2, 3]"
GRB190331A,25637,95374578,2,7,8,0,,"[8, 9, 6, 0, 0, 0]"
GRB190422A,25637,95374580,3,4,9,1,,"[11, 3, 7, 0, 1, 2]"
GRB190424A,25637,95374582,6,5,3,1,,"[3, 9, 2, 0, 1, 2]"
GRB190427A,25637,95374583,9,0,1,1,,"[8, 1, 1, 0, 0, 1]"
GRB190511A,25637,95374584,0,1,5,2,,"[0, 1, 5, 0, 0, 2]"
GRB190512A,25637,95374585,4,5,2,1,,"[0, 10, 3, 0, 0, 1]"
GRB190515B,25637,95374587,8,4,2,2,,"[12, 2, 1, 0, 0, 2]"
GRB190519A,25637,95374589,2,4,10,0,,"[10, 3, 9, 0, 0, 0]"
GRB190604B,25637,95374590,1,2,7,0,,"[7, 6, 6, 0, 0, 0]"
GRB190610A,25637,95374593,6,0,0,0,,"[5, 0, 1, 0, 0, 0]"
GRB190611A,25637,95374594,2,7,1,1,,"[0, 6, 5, 0, 0, 1]"
GRB190613A,25637,95374596,0,2,4,2,,"[3, 2, 5, 0, 0, 2]"
GRB190613B,25637,95374597,8,4,1,0,,"[11, 1, 1, 0, 1, 1]"
GRB190627A,25637,95374598,12,0,0,0,Simple,"[9, 3, 0, 0, 0, 0]"
GRB190630B,25637,95374600,7,2,0,1,,"[5, 5, 0, 0, 0, 1]"
GRB190630C,25637,95374602,5,6,2,0,,"[2, 11, 3, 0, 0, 0]"
GRB190701A,25637,95374603,1,1,9,1,,"[3, 4, 6, 0, 0, 1]"
GRB190706B,25637,95374604,1,12,7,2,,"[5, 7, 8, 0, 2, 4]"
GRB190718A,25637,95374607,0,2,1,4,,"[1, 0, 0, 0, 1, 6]"
GRB190719C,25637,95374608,3,2,6,1,,"[7, 2, 6, 0, 1, 2]"
GRB190727B,25637,95374609,0,8,5,1,,"[5, 10, 7, 0, 0, 1]"
GRB190816A,25637,95374610,1,0,2,6,,"[2, 0, 2, 0, 0, 6]"
GRB190821A,25637,95374611,0,3,12,1,,"[8, 1, 12, 0, 0, 1]"
GRB190824A,25637,95374612,1,2,11,0,,"[11, 3, 5, 0, 0, 0]"
GRB190828B,25637,95374616,6,4,0,0,,"[5, 0, 2, 0, 1, 3]"
GRB190829A,25637,95374617,4,2,13,0,,"[7, 9, 9, 0, 1, 1]"
GRB190926A,25637,95374618,1,0,2,6,,"[2, 0, 0, 0, 2, 8]"
GRB191001B,25637,95374621,0,1,4,6,,"[4, 1, 3, 0, 0, 6]"
GRB191004A,25637,95374622,6,0,3,0,,"[7, 0, 2, 0, 1, 1]"
GRB191004B,25637,95374623,7,7,1,0,,"[9, 2, 6, 0, 1, 1]"
GRB191011A,25637,95374624,8,4,1,0,,"[6, 6, 6, 0, 1, 1]"
GRB191016A,25637,95374625,0,4,9,0,,"[3, 6, 10, 0, 0, 0]"
GRB191017B,25637,95374626,9,0,0,0,,"[9, 0, 0, 0, 0, 0]"
GRB191019A,25637,95374627,2,3,1,0,,"[0, 5, 3, 0, 0, 0]"
GRB191024A,25637,95374630,5,4,0,0,,"[1, 8, 1, 0, 0, 0]"
GRB191029A,25637,95374632,2,2,2,1,,"[1, 2, 4, 0, 0, 1]"
GRB191031A,25637,95374634,4,1,5,0,,"[5, 2, 5, 0, 1, 1]"
GRB191031C,25637,95374635,3,1,4,0,,"[6, 4, 4, 0, 0, 0]"
GRB191031D,25637,95374636,11,0,0,1,Simple,"[10, 0, 0, 0, 1, 2]"
GRB191101A,25637,95374637,6,6,1,1,,"[4, 6, 3, 0, 1, 3]"
GRB191106A,25637,95374639,11,1,0,0,Simple,"[7, 2, 2, 0, 2, 2]"
GRB191122A,25637,95374640,6,3,0,0,,"[2, 7, 0, 0, 0, 0]"
GRB191123A,25637,95374641,1,1,6,1,,"[5, 1, 2, 0, 1, 2]"
GRB191213A,25637,95374643,0,0,1,12,Too Noisy,"[0, 0, 1, 0, 0, 12]"
GRB191218A,25637,95374646,1,4,8,0,,"[9, 7, 8, 0, 1, 1]"
GRB191220A,25637,95374648,2,3,1,9,,"[2, 3, 2, 0, 0, 9]"
GRB191221B,25637,95374649,11,4,0,0,,"[13, 2, 0, 0, 0, 0]"
GRB191227A,25637,95374650,7,7,0,0,,"[7, 7, 4, 0, 0, 0]"
GRB191228A,25637,95374651,0,1,4,7,,"[3, 1, 2, 0, 0, 8]"
GRB200107B,25637,95374652,1,0,6,0,,"[2, 0, 6, 0, 0, 0]"
GRB200109A,25637,95374654,0,3,6,2,,"[3, 3, 2, 0, 1, 3]"
GRB200115A,25637,95374655,7,3,5,2,,"[8, 1, 4, 0, 4, 6]"
GRB200122A,25637,95374657,1,7,4,1,,"[2, 4, 6, 0, 0, 1]"
