Burst_Name,Burst_Image,BurstID,Simple,Extended,Other,Too Noisy,Verify,Follow
GRB171205A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB171205A_794972.png,95374410,5,14,6,26,,"[2, 10, 11, 0, 3, 33]"
GRB171209A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB171209A_796100.png,95374411,4,12,25,8,,"[5, 27, 27, 0, 2, 10]"
GRB171211A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB171211A_796469.png,95374412,14,0,0,0,Simple,"[11, 3, 1, 0, 0, 1]"
GRB171212A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB171212A_796778.png,95374414,7,11,24,15,,"[16, 5, 22, 0, 5, 23]"
GRB171216A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB171216A_797441.png,95374415,12,16,10,5,,"[8, 17, 14, 0, 4, 9]"
GRB171222A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB171222A_799669.png,95374416,4,5,16,25,,"[7, 8, 18, 0, 3, 29]"
GRB180102A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180102A_802999.png,95374418,28,6,11,4,,"[28, 4, 11, 0, 5, 9]"
GRB180111A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180111A_804692.png,95374420,10,15,17,5,,"[4, 25, 22, 0, 0, 6]"
GRB180113A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180113A_804999.png,95374423,16,19,9,4,,"[23, 14, 18, 0, 0, 4]"
GRB180115A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180115A_805318.png,95374424,0,1,16,4,,"[12, 3, 9, 0, 1, 6]"
GRB180204A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180204A_808483.png,95374425,11,0,0,0,Simple,"[9, 1, 1, 0, 0, 0]"
GRB180205A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180205A_808625.png,95374426,1,2,15,0,Other,"[11, 8, 7, 0, 0, 0]"
GRB180221A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180221A_811074.png,95374427,15,11,8,8,,"[9, 16, 10, 0, 5, 14]"
GRB180222A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180222A_811235.png,95374429,2,14,1,0,Extended,"[2, 13, 5, 0, 0, 2]"
GRB180224A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180224A_811561.png,95374430,35,16,2,1,,"[5, 47, 3, 0, 0, 2]"
GRB180311A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180311A_813721.png,95374431,12,13,15,10,,"[11, 24, 11, 0, 0, 10]"
GRB180314A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180314A_814129.png,95374433,25,15,4,4,,"[30, 8, 6, 0, 2, 7]"
GRB180314B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180314B_814305.png,95374436,10,12,16,5,,"[10, 15, 20, 0, 2, 9]"
GRB180316A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180316A_814677.png,95374437,22,2,6,2,,"[21, 1, 10, 0, 2, 4]"
GRB180324A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180324A_817345.png,95374438,22,1,24,4,,"[32, 8, 8, 0, 1, 6]"
GRB180325A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180325A_817564.png,95374440,9,8,23,1,,"[24, 11, 6, 0, 4, 5]"
GRB180329A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180329A_819301.png,95374442,5,22,7,7,,"[7, 17, 12, 0, 4, 11]"
GRB180329B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180329B_819490.png,95374443,2,17,21,3,,"[8, 25, 17, 0, 3, 6]"
GRB180331A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180331A_820347.png,95374444,5,14,17,11,,"[11, 17, 17, 0, 4, 15]"
GRB180331B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180331B_820513.png,95374446,7,14,24,2,,"[23, 4, 27, 0, 2, 5]"
GRB180402A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180402A_821103.png,95374447,16,1,1,0,Simple,"[12, 5, 0, 0, 1, 1]"
GRB180404A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180404A_821881.png,95374450,13,0,1,0,Simple,"[12, 1, 3, 0, 0, 0]"
GRB180404B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180404B_821902.png,95374451,0,12,0,0,Extended,"[1, 10, 5, 0, 0, 0]"
GRB180407A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180407A_823001.png,95374452,6,15,11,9,,"[8, 16, 12, 0, 1, 10]"
GRB180410A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180410A_824063.png,95374453,6,21,4,15,,"[0, 29, 7, 0, 1, 16]"
GRB180411A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180411A_824451.png,95374455,1,1,12,1,Other,"[1, 6, 9, 0, 2, 3]"
GRB180418A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180418A_826428.png,95374456,14,3,2,0,,"[9, 9, 0, 0, 2, 2]"
GRB180425A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180425A_828672.png,95374458,20,13,8,3,,"[15, 18, 13, 0, 1, 4]"
GRB180504A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180504A_830822.png,95374460,26,8,3,7,,"[26, 5, 8, 0, 4, 11]"
GRB180510A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180510A_831810.png,95374461,17,14,13,1,,"[21, 5, 30, 0, 1, 2]"
GRB180510B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180510B_831816.png,95374463,12,15,9,7,,"[22, 7, 10, 0, 2, 9]"
GRB180512A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180512A_832119.png,95374465,9,2,14,16,,"[10, 2, 9, 0, 6, 22]"
GRB180514A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180514A_832368.png,95374466,9,13,21,6,,"[6, 23, 24, 0, 0, 7]"
GRB180602A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180602A_835200.png,95374467,31,16,6,2,,"[34, 9, 13, 0, 3, 7]"
GRB180613A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180613A_840853.png,95374468,5,10,9,22,,"[6, 6, 14, 0, 3, 26]"
GRB180614A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180614A_841548.png,95374470,12,0,3,0,Simple,"[10, 0, 3, 0, 3, 3]"
GRB180618A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180618A_842475.png,95374471,19,26,0,3,,"[10, 32, 3, 0, 4, 7]"
GRB180620A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180620A_843122.png,95374473,13,5,16,2,,"[20, 5, 15, 0, 1, 3]"
GRB180620B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180620B_843211.png,95374474,1,1,12,0,Other,"[8, 6, 11, 0, 0, 0]"
GRB180623A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180623A_844015.png,95374477,1,3,14,0,,"[7, 4, 11, 0, 1, 2]"
GRB180624A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180624A_844192.png,95374478,4,20,19,7,,"[16, 15, 28, 0, 0, 10]"
GRB180626A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180626A_844615.png,95374480,1,1,13,2,,"[4, 5, 12, 0, 0, 2]"
GRB180630A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180630A_845443.png,95374481,24,12,2,3,,"[25, 10, 4, 0, 4, 7]"
GRB180704A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180704A_846088.png,95374482,1,0,14,1,Other,"[10, 3, 9, 0, 1, 2]"
GRB180705A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180705A_846299.png,95374484,3,5,4,17,,"[4, 6, 4, 0, 1, 20]"
GRB180706A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180706A_846395.png,95374486,0,3,12,0,Other,"[10, 6, 3, 0, 0, 0]"
GRB180709A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180709A_846868.png,95374487,19,22,2,6,,"[9, 27, 9, 0, 2, 8]"
GRB180715A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180715A_848048.png,95374488,11,1,0,0,Simple,"[11, 0, 1, 0, 0, 0]"
GRB180720B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180720B_848890.png,95374491,17,21,6,1,,"[18, 22, 17, 0, 1, 2]"
GRB180720C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180720C_848932.png,95374492,13,1,2,0,Simple,"[16, 0, 1, 0, 0, 0]"
GRB180721A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180721A_849018.png,95374493,17,17,11,3,,"[21, 16, 6, 0, 4, 8]"
GRB180727A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180727A_850231.png,95374494,11,0,0,0,Simple,"[6, 4, 1, 0, 0, 1]"
GRB180728A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180728A_850471.png,95374495,25,10,16,2,,"[14, 34, 7, 0, 4, 6]"
GRB180805A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180805A_851829.png,95374496,12,1,2,0,Simple,"[7, 5, 0, 0, 3, 3]"
GRB180805B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180805B_851855.png,95374500,15,14,1,10,,"[18, 3, 4, 0, 3, 16]"
GRB180809B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180809B_852553.png,95374501,3,13,23,5,,"[24, 8, 17, 0, 0, 5]"
GRB180812A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180812A_852903.png,95374502,0,2,14,4,,"[7, 6, 8, 0, 1, 5]"
GRB180818A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180818A_853824.png,95374503,18,3,6,2,,"[19, 5, 8, 0, 0, 2]"
GRB180818B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180818B_853882.png,95374506,1,19,27,5,,"[22, 15, 25, 0, 1, 6]"
GRB180821A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180821A_854578.png,95374507,3,5,14,14,,"[8, 4, 14, 0, 3, 17]"
GRB180823A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180823A_855434.png,95374508,20,9,15,4,,"[22, 11, 24, 0, 1, 5]"
GRB180828A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180828A_856977.png,95374509,32,4,11,3,,"[26, 6, 15, 0, 5, 8]"
GRB180904A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180904A_859282.png,95374510,14,0,3,3,,"[9, 1, 4, 0, 4, 7]"
GRB180905A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180905A_859421.png,95374513,9,15,8,16,,"[9, 9, 7, 0, 6, 22]"
GRB180924A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180924A_863186.png,95374514,2,4,18,6,,"[14, 1, 15, 0, 1, 8]"
GRB180925A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180925A_863421.png,95374515,4,12,4,1,,"[4, 12, 11, 0, 0, 2]"
GRB180930A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB180930A_864584.png,95374516,20,2,14,3,,"[22, 2, 14, 0, 3, 6]"
GRB181002A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181002A_865036.png,95374518,9,6,14,22,,"[9, 1, 14, 0, 2, 30]"
GRB181003A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181003A_865179.png,95374521,10,8,14,11,,"[13, 3, 10, 0, 7, 18]"
GRB181010A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181010A_866434.png,95374522,12,11,17,6,,"[17, 7, 22, 0, 5, 11]"
GRB181013A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181013A_866783.png,95374523,0,5,14,25,,"[4, 2, 7, 0, 8, 34]"
GRB181016A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181016A_867252.png,95374524,5,12,5,23,,"[2, 10, 12, 0, 3, 26]"
GRB181020A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181020A_867987.png,95374526,26,26,4,6,,"[19, 24, 10, 0, 5, 13]"
GRB181022A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181022A_868312.png,95374528,20,6,12,5,,"[19, 6, 13, 0, 2, 7]"
GRB181023A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181023A_868427.png,95374529,1,3,13,28,,"[3, 2, 8, 0, 2, 31]"
GRB181027A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181027A_868984.png,95374530,16,4,19,3,,"[21, 3, 20, 0, 2, 7]"
GRB181030A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181030A_869494.png,95374531,16,20,2,10,,"[2, 25, 9, 0, 3, 13]"
GRB181103A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181103A_870201.png,95374533,12,2,2,1,,"[5, 10, 2, 0, 1, 2]"
GRB181110A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181110A_871316.png,95374536,19,9,16,3,,"[23, 8, 23, 0, 2, 5]"
GRB181123B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181123B_873186.png,95374537,12,0,0,0,Simple,"[10, 2, 0, 0, 0, 0]"
GRB181125A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181125A_873433.png,95374538,34,9,5,4,,"[15, 32, 5, 0, 0, 4]"
GRB181126A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181126A_873539.png,95374539,19,0,2,0,Simple,"[21, 0, 1, 0, 0, 0]"
GRB181202A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181202A_874334.png,95374542,1,2,15,1,,"[12, 1, 8, 0, 0, 1]"
GRB181203A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181203A_874475.png,95374543,16,24,9,6,,"[6, 37, 13, 0, 0, 7]"
GRB181213A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181213A_876016.png,95374544,2,1,12,0,Other,"[9, 10, 6, 0, 2, 2]"
GRB181224A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181224A_878911.png,95374546,32,4,12,1,,"[28, 3, 6, 0, 9, 11]"
GRB181228A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB181228A_879909.png,95374548,25,15,3,4,,"[26, 9, 5, 0, 3, 7]"
GRB190103B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190103B_881709.png,95374549,4,5,17,1,,"[8, 8, 16, 0, 2, 3]"
GRB190106A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190106A_882252.png,95374551,0,2,15,0,Other,"[9, 5, 10, 0, 1, 1]"
GRB190109A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190109A_882747.png,95374552,6,20,6,1,,"[7, 20, 9, 0, 2, 4]"
GRB190109B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190109B_882809.png,95374555,11,0,1,0,Simple,"[11, 0, 0, 0, 1, 1]"
GRB190110A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190110A_883012.png,95374556,22,1,9,3,,"[20, 6, 8, 0, 3, 6]"
GRB190114A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190114A_883600.png,95374557,2,2,21,24,,"[7, 4, 15, 0, 3, 30]"
GRB190114B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190114B_883818.png,95374558,4,13,23,10,,"[14, 6, 19, 0, 6, 17]"
GRB190114C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190114C_883832.png,95374561,26,19,0,2,,"[15, 24, 2, 0, 4, 7]"
GRB190123A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190123A_885314.png,95374562,4,14,13,12,,"[11, 9, 12, 0, 5, 17]"
GRB190202A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190202A_887217.png,95374563,21,11,5,3,,"[11, 21, 7, 0, 1, 4]"
GRB190203A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190203A_887512.png,95374564,16,12,14,5,,"[15, 3, 21, 0, 4, 10]"
GRB190204A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190204A_887579.png,95374565,16,2,1,0,Simple,"[13, 3, 5, 0, 2, 2]"
GRB190211A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190211A_888648.png,95374568,1,1,14,3,,"[9, 3, 6, 0, 2, 6]"
GRB190219A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190219A_889748.png,95374569,0,2,13,2,,"[11, 0, 9, 0, 0, 2]"
GRB190220A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190220A_889785.png,95374570,14,3,1,0,,"[5, 12, 0, 0, 1, 1]"
GRB190311A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190311A_892607.png,95374571,27,20,6,3,,"[25, 21, 17, 0, 1, 4]"
GRB190320A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190320A_893808.png,95374574,5,6,17,21,,"[6, 4, 17, 0, 3, 25]"
GRB190324A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190324A_894718.png,95374576,20,7,14,3,,"[22, 16, 12, 0, 0, 3]"
GRB190326A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190326A_895006.png,95374577,12,0,3,0,Simple,"[12, 0, 0, 0, 2, 3]"
GRB190331A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190331A_895813.png,95374578,10,13,21,2,,"[18, 15, 18, 0, 2, 4]"
GRB190422A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190422A_899979.png,95374580,11,9,21,4,,"[27, 6, 23, 0, 4, 8]"
GRB190424A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190424A_900285.png,95374582,23,11,11,3,,"[13, 28, 11, 0, 3, 6]"
GRB190427A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190427A_900730.png,95374583,12,0,1,1,Simple,"[10, 2, 1, 0, 0, 1]"
GRB190511A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190511A_903158.png,95374584,0,1,13,3,,"[2, 4, 12, 0, 0, 4]"
GRB190512A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190512A_903357.png,95374585,14,27,7,3,,"[6, 37, 20, 0, 0, 5]"
GRB190515B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190515B_903845.png,95374587,16,5,5,3,,"[22, 3, 2, 0, 1, 5]"
GRB190519A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190519A_904394.png,95374589,3,5,18,0,,"[15, 3, 16, 0, 1, 1]"
GRB190604B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190604B_906654.png,95374590,1,2,13,0,Other,"[10, 12, 8, 0, 0, 0]"
GRB190610A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190610A_907754.png,95374593,13,0,0,0,Simple,"[10, 2, 1, 0, 0, 0]"
GRB190611A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190611A_907950.png,95374594,11,17,4,9,,"[3, 21, 13, 0, 3, 14]"
GRB190613A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190613A_908288.png,95374596,2,10,20,11,,"[11, 3, 20, 0, 3, 14]"
GRB190613B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190613B_908329.png,95374597,22,21,3,5,,"[30, 7, 8, 0, 6, 11]"
GRB190627A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190627A_911609.png,95374598,12,0,0,0,Simple,"[9, 3, 0, 0, 0, 0]"
GRB190630B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190630B_912102.png,95374600,10,2,2,1,,"[8, 7, 0, 0, 0, 1]"
GRB190630C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190630C_912239.png,95374602,21,22,9,2,,"[3, 45, 9, 0, 1, 3]"
GRB190701A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190701A_912310.png,95374603,1,1,15,1,Other,"[4, 7, 9, 0, 1, 2]"
GRB190706B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190706B_913302.png,95374604,7,29,17,6,,"[19, 25, 19, 0, 4, 10]"
GRB190718A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190718A_915091.png,95374607,12,12,3,21,,"[14, 1, 6, 0, 4, 29]"
GRB190719C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190719C_915381.png,95374608,8,14,15,2,,"[20, 8, 25, 0, 2, 5]"
GRB190727B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190727B_916733.png,95374609,7,15,25,3,,"[13, 23, 30, 0, 1, 4]"
GRB190816A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190816A_920783.png,95374610,1,0,3,11,,"[3, 1, 3, 0, 0, 11]"
GRB190821A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190821A_921722.png,95374611,0,3,17,1,Other,"[9, 3, 16, 0, 0, 1]"
GRB190824A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190824A_922107.png,95374612,1,2,13,0,Other,"[12, 4, 7, 0, 0, 0]"
GRB190828B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190828B_922808.png,95374616,22,11,7,5,,"[19, 1, 12, 0, 7, 15]"
GRB190829A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190829A_922968.png,95374617,6,2,18,1,,"[12, 10, 12, 0, 2, 3]"
GRB190926A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB190926A_926515.png,95374618,1,7,7,31,,"[4, 1, 5, 0, 3, 36]"
GRB191001B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191001B_927345.png,95374621,3,8,20,10,,"[12, 5, 21, 0, 0, 11]"
GRB191004A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191004A_927825.png,95374622,24,3,14,3,,"[32, 2, 9, 0, 2, 5]"
GRB191004B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191004B_927839.png,95374623,26,18,2,5,,"[29, 7, 12, 0, 3, 8]"
GRB191011A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191011A_928924.png,95374624,31,10,13,2,,"[30, 12, 23, 0, 3, 5]"
GRB191016A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191016A_929744.png,95374625,1,5,18,2,,"[6, 10, 18, 0, 2, 4]"
GRB191017B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191017B_929981.png,95374626,11,0,1,0,Simple,"[11, 1, 0, 0, 0, 0]"
GRB191019A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191019A_930285.png,95374627,9,17,6,1,,"[1, 25, 14, 0, 0, 1]"
GRB191024A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191024A_931242.png,95374630,26,16,2,4,,"[5, 36, 4, 0, 0, 4]"
GRB191029A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191029A_932058.png,95374632,4,17,14,4,,"[3, 18, 18, 0, 4, 8]"
GRB191031A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191031A_932435.png,95374634,4,2,12,0,,"[9, 4, 10, 0, 2, 2]"
GRB191031C,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191031C_932595.png,95374635,4,2,13,0,,"[14, 8, 10, 0, 0, 0]"
GRB191031D,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191031D_932608.png,95374636,11,0,0,1,Simple,"[10, 0, 0, 0, 1, 2]"
GRB191101A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191101A_932742.png,95374637,16,21,10,7,,"[15, 17, 18, 0, 4, 13]"
GRB191106A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191106A_933515.png,95374639,11,1,0,0,Simple,"[7, 2, 2, 0, 2, 2]"
GRB191122A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191122A_938899.png,95374640,21,19,0,3,,"[4, 31, 2, 0, 1, 4]"
GRB191123A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191123A_939079.png,95374641,1,3,14,2,,"[10, 2, 4, 0, 5, 9]"
GRB191213A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191213A_944091.png,95374643,0,0,1,12,Too Noisy,"[0, 0, 1, 0, 0, 12]"
GRB191218A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191218A_944916.png,95374646,1,5,18,1,,"[16, 12, 14, 0, 2, 3]"
GRB191220A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191220A_945344.png,95374648,5,15,6,23,,"[5, 13, 8, 0, 2, 27]"
GRB191221B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191221B_945521.png,95374649,25,7,0,0,,"[24, 6, 1, 0, 1, 1]"
GRB191227A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191227A_946344.png,95374650,22,16,5,4,,"[23, 14, 15, 0, 2, 6]"
GRB191228A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB191228A_946476.png,95374651,1,7,20,17,,"[9, 3, 15, 0, 2, 23]"
GRB200107B,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB200107B_948219.png,95374652,5,0,17,2,,"[10, 0, 17, 0, 1, 3]"
GRB200109A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB200109A_948361.png,95374654,9,13,15,9,,"[10, 16, 14, 0, 4, 13]"
GRB200115A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB200115A_949361.png,95374655,24,9,11,6,,"[24, 2, 17, 0, 8, 14]"
GRB200122A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB200122A_950330.png,95374657,7,21,17,6,,"[19, 11, 23, 0, 1, 9]"
GRB200125A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB200125A_952164.png,95374660,3,3,13,2,,"[3, 14, 10, 0, 0, 2]"
GRB200127A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB200127A_952791.png,95374662,1,2,17,38,,"[5, 2, 10, 0, 5, 46]"
GRB200131A,/Users/catermurawski/Desktop/Swift-Research/BurstPhotos/GRB200131A_953689.png,95374663,20,13,15,2,,"[28, 10, 13, 0, 4, 6]"
