Number,User,ID,Shape,Definer
1646,MurawskiC1,90376882,Extended Emmissions,Underlying emission
1647,MurawskiC1,90376926,Extended Emmissions,Underlying emission
1648,jjcure,90376898,Extended Emmissions,Underlying emission
1649,jjcure,90376871,Other,Rapid Varying pulses
1650,jjcure,90376936,Simple Pulse,Nothing found
1651,jjcure,90376944,Other,Underlying emission
1652,jjcure,90376876,Extended Emmissions,Underlying emission
1653,jjcure,90376933,Other,Rapid Varying pulses
1654,jjcure,90376927,Extended Emmissions,Fast.R Slow.D
1655,jjcure,90376877,Other,Rapid Varying pulses
1656,hermesp,90376942,Simple Pulse,Underlying emission
1657,crsrs31,90376936,Simple Pulse,Underlying emission
1658,crsrs31,90376883,Other,Rapid Varying pulses
1659,crsrs31,90376898,Extended Emmissions,Fast.R Slow.D
1660,crsrs31,90376962,Other,Nothing found
1661,crsrs31,90376931,Simple Pulse,Symmetrical Structure
1662,crsrs31,90376897,Simple Pulse,Fast.R Slow.D
1663,crsrs31,90376881,Extended Emmissions,Rapid Varying pulses
1664,crsrs31,90376965,Extended Emmissions,Symmetrical Structure
1665,crsrs31,90376904,Extended Emmissions,Fast.R Slow.D
1666,crsrs31,90376957,Simple Pulse,Symmetrical Structure
1667,crsrs31,90376944,Extended Emmissions,Rapid Varying pulses
1668,crsrs31,90376886,Extended Emmissions,Rapid Varying pulses
1669,crsrs31,90376888,Simple Pulse,Symmetrical Structure
1670,crsrs31,90376879,Simple Pulse,Underlying emission
1671,crsrs31,90376937,Simple Pulse,Underlying emission
1672,crsrs31,90376928,Simple Pulse,Rapid Varying pulses
1673,crsrs31,90376926,Extended Emmissions,Rapid Varying pulses
1674,lizanne,90376931,Simple Pulse,Symmetrical Structure
1675,lizanne,90376868,Simple Pulse,Symmetrical Structure
1676,lizanne,90376908,Simple Pulse,Symmetrical Structure
1677,lizanne,90376879,Extended Emmissions,Underlying emission
1678,Gnash,90376871,Simple Pulse,Symmetrical Structure
1679,Gnash,90376927,Simple Pulse,Fast.R Slow.D
1680,Gnash,90376868,Simple Pulse,Symmetrical Structure
1681,Gnash,90376926,Extended Emmissions,Nothing found
1682,Gnash,90376885,Extended Emmissions,Fast.R Slow.D
1683,Gnash,90376891,Simple Pulse,Rapid Varying pulses
1684,Gnash,90376936,Simple Pulse,Symmetrical Structure
1685,Gnash,90376879,Simple Pulse,Underlying emission
1686,Gnash,90376881,Extended Emmissions,Symmetrical Structure
1687,Gnash,90376959,Simple Pulse,Symmetrical Structure
1688,Gnash,90376908,Simple Pulse,Symmetrical Structure
1689,Gnash,90376933,Simple Pulse,Symmetrical Structure
1690,Gnash,90376886,Extended Emmissions,Rapid Varying pulses
1691,Gnash,90376888,Extended Emmissions,Symmetrical Structure
1692,not-logged-in-f9e208ac152c3ebfc8ba,90376949,Simple Pulse,Symmetrical Structure
1693,not-logged-in-f9e208ac152c3ebfc8ba,90376926,Extended Emmissions,Fast.R Slow.D
1694,not-logged-in-f9e208ac152c3ebfc8ba,90376957,Simple Pulse,Symmetrical Structure
1695,Love_supernova,90376933,Extended Emmissions,Symmetrical Structure
1696,Love_supernova,90376871,Extended Emmissions,Symmetrical Structure
1697,Love_supernova,90376949,Extended Emmissions,Fast.R Slow.D
1698,Love_supernova,90376885,Extended Emmissions,Symmetrical Structure
1699,Love_supernova,90376879,Other,Nothing found
1700,Love_supernova,90376904,Extended Emmissions,Symmetrical Structure
1701,Love_supernova,90376883,Extended Emmissions,Symmetrical Structure
1702,Love_supernova,90376959,Simple Pulse,Underlying emission
1703,Love_supernova,90376959,Simple Pulse,Underlying emission
1704,Love_supernova,90376927,Extended Emmissions,Symmetrical Structure
1705,KAKUL,90376885,Extended Emmissions,Fast.R Slow.D
1706,KAKUL,90376927,Extended Emmissions,Fast.R Slow.D
1707,KAKUL,90376883,Simple Pulse,Rapid Varying pulses
1708,PattySo,90376885,Other,Nothing found
1709,crsrs31,90376871,Other,Symmetrical Structure
1710,crsrs31,90376933,Extended Emmissions,Symmetrical Structure
1711,crsrs31,90376868,Simple Pulse,Symmetrical Structure
1712,crsrs31,90376927,Extended Emmissions,Fast.R Slow.D
1713,hermesp,90376883,Extended Emmissions,Rapid Varying pulses
1714,hermesp,90376883,Simple Pulse,Underlying emission
1715,hermesp,90376885,Extended Emmissions,Fast.R Slow.D
1716,hermesp,90376879,Simple Pulse,Nothing found
1717,hermesp,90376881,Extended Emmissions,Rapid Varying pulses
1718,hermesp,90376877,Extended Emmissions,Nothing found
1719,cococlaypoole,90376883,Simple Pulse,Rapid Varying pulses
1720,cococlaypoole,90376883,Simple Pulse,Rapid Varying pulses
1721,cococlaypoole,90376914,Extended Emmissions,Underlying emission
1722,cococlaypoole,90376874,Extended Emmissions,Fast.R Slow.D
1723,cococlaypoole,90376890,Extended Emmissions,Fast.R Slow.D
1724,cococlaypoole,90376950,Simple Pulse,Symmetrical Structure
1725,AngelinaR,90376945,Simple Pulse,Nothing found
1726,AngelinaR,90376963,Simple Pulse,Nothing found
1727,AngelinaR,90376898,Extended Emmissions,Rapid Varying pulses
1728,AngelinaR,90376916,Extended Emmissions,Rapid Varying pulses
1729,AngelinaR,90376873,Extended Emmissions,Underlying emission
1730,AngelinaR,90376883,Extended Emmissions,Rapid Varying pulses
1731,AngelinaR,90376934,Simple Pulse,Nothing found
1732,AngelinaR,90376869,Simple Pulse,Nothing found
1733,AngelinaR,90376961,Extended Emmissions,Underlying emission
1734,AngelinaR,90376920,Simple Pulse,Nothing found
1735,AngelinaR,90376902,Extended Emmissions,Rapid Varying pulses
1736,AngelinaR,90376911,Extended Emmissions,Underlying emission
1737,not-logged-in-078b7899338c8f6c7631,90376901,Other,Nothing found
1738,not-logged-in-078b7899338c8f6c7631,90376926,Extended Emmissions,Underlying emission
1739,not-logged-in-f43f568ff05a754907eb,90376875,Simple Pulse,Underlying emission
1740,not-logged-in-f43f568ff05a754907eb,90376934,Simple Pulse,Nothing found
1741,not-logged-in-f43f568ff05a754907eb,90376909,Simple Pulse,Nothing found
1742,not-logged-in-f43f568ff05a754907eb,90376965,Simple Pulse,Fast.R Slow.D
1743,Gnash,90376915,Simple Pulse,Symmetrical Structure
1744,Gnash,90376875,Other,Nothing found
1745,Gnash,90376865,Other,Nothing found
1746,rockhyrax,90376931,Simple Pulse,Symmetrical Structure
1747,rockhyrax,90376935,Extended Emmissions,Underlying emission
1748,rockhyrax,90376965,Extended Emmissions,Symmetrical Structure
1749,rockhyrax,90376957,Simple Pulse,Symmetrical Structure
1750,rockhyrax,90376964,Simple Pulse,Underlying emission
1751,rockhyrax,90376892,Other,Nothing found
1752,rockhyrax,90376924,Simple Pulse,Fast.R Slow.D
1753,rockhyrax,90376928,Simple Pulse,Symmetrical Structure
